,ImmuneSignature,StromalSignature,ESTIMATEScore
TCGA-G4-6628-01,4427.3709030979935,1757.330986540619,6184.701889638613
TCGA-G5-6233-01,1607.413622568125,628.0052304929432,2235.418853061068
TCGA-G5-6235-01,766.8053051767947,-1397.619524732434,-630.8142195556393
TCGA-G5-6572-01,864.7820025863912,2010.5803650561866,2875.3623676425777
TCGA-G5-6641-01,84.30923150673334,-1990.2920958400373,-1905.982864333304
TCGA-NH-A50T-01,227.5526165118099,-566.5372662132868,-338.9846497014769
TCGA-NH-A50U-01,1060.3252489138467,515.0303961985628,1575.3556451124095
TCGA-NH-A50V-01,2367.9147332089815,1840.449301434026,4208.3640346430075
TCGA-NH-A5IV-01,2968.2132745008857,1264.691544579382,4232.904819080268
TCGA-NH-A6GA-01,1396.9793769181415,279.8107445988444,1676.790121516986
TCGA-NH-A6GB-01,2248.61044966346,269.7484766212783,2518.358926284738
TCGA-NH-A6GC-01,977.9165521112081,1149.1344069415936,2127.0509590528018
TCGA-NH-A8F7-01,-4.768180609744377,-913.3269345516946,-918.095115161439
TCGA-NH-A8F8-01,1681.5273220762483,1445.6937431977476,3127.221065273996
TCGA-QG-A5YV-01,1122.7980949665525,-530.186671107942,592.6114238586106
TCGA-QG-A5YW-01,2417.291139197616,667.1993733827694,3084.4905125803853
TCGA-QG-A5YX-01,958.4502798250905,-1167.5722236124639,-209.1219437873733
TCGA-QG-A5Z1-01,1122.3867469055622,1251.7875544559756,2374.174301361538
TCGA-QG-A5Z2-01,2756.3226485521845,-1099.5863694977706,1656.736279054414
TCGA-QL-A97D-01,2504.725520608472,-226.62871519482542,2278.0968054136465
TCGA-RU-A8FL-01,77.69077295396892,-2265.734881532341,-2188.0441085783723
TCGA-SS-A7HO-01,116.13192556200556,-804.1067520806919,-687.9748265186863
TCGA-T9-A92H-01,818.4796879364712,-796.2087662904669,22.270921646004354
TCGA-WS-AB45-01,5349.407086320016,5348.800590250621,10698.207676570637
