,CXCL13,VSIG4,CXCL10,MEIS2,FOXP3,ZNF532,CXCR5,CD4,CD8A,CD8B,MS4A1,Global_Cluster,Sub_Cluster
P_T_P1228_10591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.566330250120361,3.387017762196609,1.1954560351247785,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10592,2.110568369810479,0.0,0.0,2.0940991683119843,1.378610569882995,0.0,0.0,1.722339497591462,1.3871698890209898,0.0,0.0,CD4 T cell,hT09_CD4-CXCL13
P_T_P1228_10593,1.8963715459351933,0.0,0.0,1.5106283327967054,3.342409390628301,0.0,1.8112524478384953,2.8478494222068127,1.906261576052742,0.0,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10594,1.9201192916621037,0.0,0.0,0.0,0.0,0.0,0.0,3.078571642982996,1.6029951072444888,0.0,1.6173593023216728,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10595,1.8321172078735302,0.0,0.0,1.2729402847877336,3.301228098689688,0.0,0.0,3.284769794048631,1.4316004356583723,1.0080778487295652,1.4597154371018153,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10596,1.4757347089148871,0.0,0.0,0.0,0.7778395792790875,2.563779742647082,0.6538214056313525,0.5625425870503413,0.8545662497398677,0.0,3.45759792065761,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10597,1.940825729311377,0.0,0.0,1.5710715578140002,1.3376654585126446,0.0,3.04473452798655,3.1909609544763464,0.9610016256973658,0.977359807168245,0.9757260930682149,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10598,0.7442216904227816,0.0,0.0,0.0,1.0646390096952953,0.0,0.0,0.0,3.532966212292028,3.3621748590270824,0.0,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10599,3.749051316397632,0.0,0.0,0.5685331958410901,1.184575439259982,1.1322466681628829,0.0,1.8440675295987285,3.5620090775829287,3.2735667771623955,0.4734716236318937,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10600,1.780428564952027,0.0,0.0,0.0,0.0,1.4575315569492708,0.0,1.1652084140935415,1.8261414085436103,0.9543028718972022,1.7891226581375794,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10601,3.176293090776571,0.0,0.0,0.0,2.946333925760962,1.9037735080312943,0.6258398591202515,3.2553440186800215,3.0436087174942346,0.0,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10602,3.4934283980618206,0.0,0.0,0.0,0.0,0.0,0.45784014230161846,1.2899894014150408,3.5293558629928707,1.8097185398851499,1.4634584219655942,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10604,0.0,0.0,0.0,0.0,0.9300980753246832,2.321413809900213,0.0,1.6708879751218224,1.3580042511900339,0.0,1.6000102259475555,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10605,0.0,0.0,0.0,0.0,3.106620632790403,1.7989480379608511,0.0,1.6580296775544276,1.127716821319015,0.0,0.0,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10606,0.0,0.0,0.0,0.0,0.0,1.448257502693294,0.0,3.343249514290385,0.8119203243244847,0.0,0.43041823080779196,CD4 T cell,hT03_CD4-GNLY
P_T_P1228_10607,1.412791476341335,0.0,0.0,1.1474696912194795,0.0,2.4714995040152874,2.352564892917024,0.0,0.5037837675332919,0.0,3.45168687352953,B cell,hB03_FollicularB-IgD
P_T_P1228_10608,0.45874239778876846,0.0,0.0,0.0,0.0,2.2235743243652104,3.0852629931148527,0.5545026314296662,0.9564836162910437,0.0,3.4829010571330796,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10609,0.48410181900869764,0.0,0.0,0.4713000552031286,0.0,0.0,2.6142052938175255,0.6861363276634331,0.562792243461637,0.0,3.5934960505180475,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10610,0.0,0.0,0.0,0.46279709192773516,0.0,0.0,3.100904144010002,1.075402587097273,0.6646019683684741,0.0,3.2556328748249945,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10611,3.6178838280770873,0.0,0.0,0.0,0.0,0.9697457683287175,0.0,1.6042422671494747,3.5621621428338823,3.4646845052213564,1.9846290587294966,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10612,1.2121923912377415,0.0,0.0,0.0,0.0,0.0,1.4459567887370093,1.0999674964231976,1.5298144082346632,0.0,2.0573897936339693,B cell,hB01_PlasmaB-IgG
P_T_P1228_10613,1.7995572052478008,0.0,0.0,0.0,3.109267730637902,1.8829904737020933,0.343242000970139,3.3722203914771773,0.6708256056018942,0.0,0.7433626990973098,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10614,1.9528037368406879,0.0,0.0,0.0,3.0515449288474845,0.0,0.0,3.325912601373288,1.288928486674236,0.0,0.879892077987897,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10615,1.977049430535065,0.0,0.0,1.64545604241371,1.6233376897426004,0.0,0.4723270791567136,1.2070421847922899,0.8555326598075869,0.0,1.0227168999997451,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10616,3.261555310292545,0.0,0.0,0.0,2.73538169496005,1.839061016914504,0.2859509137973523,1.9781316711098742,3.5270370558745867,2.427866873590134,0.8769224025177873,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10617,2.3303503082783004,0.0,0.0,0.0,0.0,0.0,3.1801393707520123,1.8202990203237914,1.3026670374731861,1.4649799071344833,1.983477795937493,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10618,1.6488855178722914,0.0,0.0,0.0,0.0,0.0,0.7910592997261264,0.0,3.5024665812402436,3.1106328947422037,1.8812330313681833,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10619,1.6176900708157156,0.0,0.0,0.6443846909334615,0.0,2.713154905804434,3.1967019827129137,0.37729831048687057,0.792916804395655,0.0,3.6999370609007416,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10620,1.7202165752124399,0.0,0.0,0.0,0.0,0.0,1.0535394412897983,3.150193578288868,1.6755280574271834,1.2760357180586281,0.0,CD4 T cell,hT09_CD4-CXCL13
P_T_P1228_10621,3.764269512308877,0.0,0.0,0.0,1.3437920589806416,1.6227365038837738,0.0,1.8150025147870343,0.7841942306340669,0.0,0.8690222449970215,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10622,3.7126458279266923,0.0,0.0,1.0163265494944629,0.0,1.3993809853560588,0.2704052535289913,1.6963461466036436,3.470396306447797,2.536118799698144,0.0,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10623,3.617352924187212,0.0,0.0,0.0,0.0,0.4153992069198259,0.3948963452196188,3.1116750495048353,1.4585653529542284,1.401496767541622,0.8840694669132538,CD4 T cell,hT09_CD4-CXCL13
P_T_P1228_10624,2.0361589783729133,0.0,0.0,0.0,0.0,1.4871862816632746,0.3094933278020882,2.660131452038765,0.9290665290325119,0.0,1.4790867195710726,CD4 T cell,hT09_CD4-CXCL13
P_T_P1228_10626,1.127981678835561,0.0,0.0,0.0,0.0,0.854884066005241,1.825199022762538,2.962032577133884,1.6019891443683292,0.0,0.6223204945766894,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10627,0.0,0.0,0.0,0.0,2.931702332994217,2.0244718499734016,0.0,3.1658640737217065,0.0,0.0,0.7232361405801738,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10628,0.0,0.0,0.0,0.0,0.0,2.6314383527691443,0.0,0.10352572875018773,1.4318196752324892,0.0,2.276935380256615,ILC,hI02_NK-GZMK
P_T_P1228_10629,0.0,0.0,0.0,0.0,0.0,0.0,3.186896808845275,3.4238913986229345,0.9094011601086689,0.0,0.6591685405889055,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269406935146888,0.68793852710272,0.0,0.0,Myeloid cell,hM05_Mono-CD14
P_T_P1228_10631,3.603495565815031,0.0,0.0,1.7667609673396136,0.0,0.0,0.3503665324219548,1.8864049739626736,3.566874081054875,3.27347293446486,1.3703192505673174,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0214000625055115,3.4374807659458613,3.5784324172791693,1.3220436604091366,CD8 T cell,hT14_CD8-CX3CR1
P_T_P1228_10635,1.399431702091582,0.0,0.0,1.7696621357028408,1.5615072414537763,0.0,0.0,1.87997530902799,0.9818684423965298,0.0,0.0,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10636,1.5700093355112412,0.0,0.0,1.3633623273160738,3.192622254048377,0.0,0.0,3.385033400670594,1.154932135099394,1.818751404287895,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10637,0.0,0.0,0.0,0.0,0.0,0.0,2.885654742987235,3.437201469219825,1.1459733734984374,0.0,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10638,2.0836507762115146,0.0,0.0,0.0,0.0,0.0,1.236539429493124,3.280542630695991,0.0,0.0,1.8254311878098246,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10639,1.435675032841167,0.0,0.0,1.5386674236152806,0.0,1.2970529061071128,0.0,1.7446966683196623,0.8222359690988106,0.0,3.6513368188220996,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10641,1.8734192881664748,0.0,0.0,0.0,0.0,0.0,0.0,3.407642159656582,0.0,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10642,0.8292996967907281,0.0,0.0,0.0,0.0,2.9425653229151076,1.97250422600943,0.26439714490862165,0.364220327378455,0.0,3.316682693693716,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10644,3.736227441609559,0.0,0.0,0.0,0.0,2.6279697220671125,0.0,1.9590563156770553,3.229040327983155,3.215817672880381,0.0,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10646,0.0,0.0,0.0,0.0,0.0,0.0,3.084512385852451,1.082423866117859,0.5585828435605155,0.0,3.5743646561111575,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10647,1.086261165297903,0.0,0.0,0.0,3.2063117551502076,1.604037405265819,2.600144511910383,3.0640944193789736,1.4121899171026877,0.0,0.5982716580381814,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10648,0.6982242438222516,0.0,0.0,0.0,0.0,0.0,0.6160705526792428,1.3617612986142835,1.242916073708777,0.0,3.8076927143133292,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.488922697562512,1.5236970027354024,0.0,1.4706427941092053,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10652,0.9635506084856184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.491311900429898,3.6269442865130874,1.9915699892744578,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10653,0.0,0.0,0.0,0.0,1.274631145531436,0.0,1.8579725359124202,3.021504740177415,0.7208211155894761,0.0,1.6656458168603643,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10654,0.0,0.0,0.0,0.0,0.0,2.2678441566468703,0.48277542844302707,2.791896776211631,2.4032029953042344,3.0280563844900037,2.552066274017067,ILC,hI02_NK-GZMK
P_T_P1228_10655,0.8267321967602806,0.0,0.0,0.0,0.0,3.0121836620405897,2.435443901500757,1.121868661056953,1.4229579307696387,0.0,3.5182058272542407,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.431893346501623,1.122358502166767,1.6360007945135389,1.2204005779784322,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2722032598283506,0.9621379906716532,0.0,1.7759121799096722,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10658,0.0,0.0,0.0,0.0,0.0,0.0,0.5057842211507875,3.333057586959165,1.2624264348399115,0.0,1.0551353324821717,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10659,0.0,0.0,0.0,0.0,0.0,1.1414468061015959,0.0,0.0,1.112788589268702,0.0,3.541540847180327,B cell,hB03_FollicularB-IgD
P_T_P1228_10660,0.0,0.0,0.0,0.0,0.0,0.9820142197516365,0.0,0.8813834234951431,3.497645487465895,0.0,0.7678999449210961,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10661,1.3602060399158258,0.0,0.0,0.0,0.0,1.6162249282041048,0.0,3.364355246749438,0.0,0.0,1.743248786379161,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10662,0.0,0.0,0.0,2.033969713075056,0.0,1.8669117971584384,0.0,3.188218203835156,1.055628439034679,0.0,1.153490785802451,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10663,3.3879586416254264,0.0,0.0,0.0,2.264236102272432,2.111649358208825,0.5777369040481631,1.4785059492372696,3.3978504582386844,3.426371699399004,2.1583262633999625,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10664,1.6987317771503805,0.0,0.0,1.3419452784509889,1.4978868870913808,1.8688818692601954,0.0,2.044102189877219,1.2808585998505744,0.0,1.4894907354591442,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10665,0.0,0.0,0.0,1.310607004147271,0.956267099970325,2.8763736303688385,0.0,1.600674136030998,1.9047344313954842,0.0,2.617251605312923,B cell,hB02_GALTB-IgA
P_T_P1228_10666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0032588080587987,3.1836484449641302,1.277793536508344,1.3225707141230911,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10667,0.9946307003840412,0.0,0.0,0.0,0.0,0.0,0.8807286714974865,0.3460958625405776,0.0,0.0,3.675208963734848,B cell,hB03_FollicularB-IgD
P_T_P1228_10668,1.1930568602936635,0.0,0.0,1.776623188351308,3.333340639425617,0.0,0.0,3.299116201179926,1.1392513578759957,1.4802062658745063,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10669,1.3258420799428026,0.0,0.0,0.0,3.1681595741427078,0.0,2.9090298017021152,3.3206437235167265,1.2693107973796054,0.0,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10670,0.0,0.0,0.0,0.0,3.4064300591736982,0.0,0.0,3.2046123766334143,0.8179927344298734,0.8388154058651458,0.3501147640425939,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10671,0.0,0.0,0.0,0.0,3.0294164739752447,0.0,0.0,3.485926788823101,1.3351686488902554,0.0,0.39760344715652557,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10672,3.666527431482706,0.0,0.0,0.0,0.0,0.0,0.34452729412367133,1.926952015089296,3.611276254036281,3.2663268114079758,1.7009376797695135,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10673,0.0,0.0,0.0,0.0,0.0,0.0,3.2934591800223427,3.363239662180637,1.6010994545980148,1.1358902934365902,0.43756125119836564,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.798451473422427,1.776615707231568,0.0,1.3326653835745763,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10676,0.9688944075777657,0.0,0.0,0.0,0.0,2.812813201288815,0.0,2.4920053862196005,1.2654988289826605,0.0,0.8221896222206792,Myeloid cell,hM05_Mono-CD14
P_T_P1228_10677,3.1776733831098065,0.0,0.0,0.0,0.0,0.0,0.2953687655534486,0.0,2.1892068136829157,0.0,2.3763221236317986,ILC,hI02_NK-GZMK
P_T_P1228_10678,1.4352440637062307,0.0,0.0,0.0,0.0,0.0,0.628246566684931,0.3915515492729001,1.082277345504677,0.0,0.0,B cell,hB02_GALTB-IgA
P_T_P1228_10679,1.928719519839019,0.0,0.0,0.0,0.9378824385877137,0.0,0.0,0.0,3.3456063286539717,3.4412203209613854,0.0,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47293829414912,1.3979767132904173,1.1917662183714794,1.2951143563214254,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10681,0.9621796010148415,0.0,0.0,0.0,1.3018703659198922,0.0,0.0,2.42926309509014,3.025546498700822,2.692647350248177,1.3292997601525693,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10682,0.0,0.0,0.0,1.4770292978557797,0.0,0.9407149004337744,0.9381519319806465,2.8299447235854123,1.186025530024447,1.213397936249477,0.0,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10683,0.0,0.0,0.0,0.0,0.0,0.0,3.004661828947282,1.1951716705838515,3.588853029160449,3.3691023712252934,0.5940779209526381,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10685,0.0,0.0,0.0,0.0,0.0,0.0,1.6553913753224725,2.1334401811908523,2.253658632060678,1.1945689492286793,0.0,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10686,2.00486236569542,0.0,0.0,0.0,0.0,0.5700151744933202,0.0,1.33237019029955,0.9525863967267546,0.0,1.6961124874491464,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10687,2.9702104931801347,0.0,0.0,0.0,0.0,0.0,0.0,3.0107095425909267,2.595683819697353,0.0,0.0,ILC,hI02_NK-GZMK
P_T_P1228_10688,0.0,0.0,0.0,0.0,0.0,0.0,2.419327989814162,3.2320181386656968,1.7180322175037392,0.0,0.0,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10689,0.0,0.0,0.0,0.0,3.3231460557837993,0.0,0.7029563803009173,3.2993033311393303,1.3722201620944359,0.0,0.0,CD4 T cell,hT11_CD4-CTLA4
P_T_P1228_10690,0.0,0.0,0.0,0.0,0.0,0.0,0.44819707197247394,2.9197998790102386,0.6227357560948706,0.4298907860109375,1.3587773995211156,Myeloid cell,hM05_Mono-CD14
P_T_P1228_10691,1.5418162607900234,0.0,0.0,0.0,0.7743149143433641,0.0,0.2994856492069396,0.0,3.48038077852992,3.365989403007865,3.135248406093235,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10692,0.927657769951289,0.0,0.0,0.0,0.0,2.847894618354877,2.740450748089449,1.2757839662379027,1.5377895809539142,0.5512917044821188,3.764235960354096,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10693,0.0,0.0,0.0,0.0,0.0,0.0,2.027860152212769,0.0,0.5037919849748532,1.1134550142245112,3.475629694115843,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10694,1.2665203354217949,0.0,0.0,1.9523227365003255,0.0,0.0,0.0,1.8780065028230903,1.7052073109460972,0.0,0.46184683537678634,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10695,0.3922165594521457,0.0,0.0,0.0,0.0,0.0,0.0,3.1531411154305324,0.7960507115950078,0.0,1.2678207512861162,Myeloid cell,hM03_cDC2-CD1C
P_T_P1228_10696,0.9737055392994879,0.0,0.0,0.0,0.0,0.0,3.285348706246841,0.0,3.6218328097236467,3.220149544926078,2.1114693061914194,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10697,2.0339798687100803,0.0,0.0,0.0,0.0,0.0,2.3756484167913263,2.92851269981155,1.3002292878199495,1.5825849487892132,1.8247494636387414,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10698,0.49350849989497736,0.0,0.0,0.0,0.5124702843533437,2.1769166013338976,2.209927739723241,0.2550683456281143,0.9057096841177698,0.0,3.395561970678421,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10699,1.0593038427685104,0.0,0.0,0.6571714631548198,0.0,2.700177469372482,0.4691257360585299,0.0,0.960020194830463,0.8940452226010002,3.584851749084811,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10700,1.1964403547409834,0.0,0.0,0.0,0.0,2.2458671544881055,0.0,1.3856035571542553,3.5233969239169864,3.5852138848705,1.1889330740284865,CD8 T cell,hT14_CD8-CX3CR1
P_T_P1228_10701,0.8550662731519206,0.0,0.0,0.0,0.0,0.0,0.0,0.7123199241526458,3.6146088212004037,3.597414654260868,0.7872991170303035,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10703,0.0,0.0,0.0,0.0,0.0,0.0,2.8051446866621323,0.0,0.0,0.0,3.3268455870597893,B cell,hB05_GCBCell-LRMP
P_T_P1228_10704,0.0,1.4314750214107985,0.0,2.3105914808264947,0.0,1.0018000492580554,0.0,0.0,0.2786316878982167,0.0,0.0,Myeloid cell,hM01_Mast-TPSAB1
P_T_P1228_10705,0.0,2.2547066723791276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9038392308435306,B cell,hB01_PlasmaB-IgG
P_T_P1228_10706,0.0,1.4357184045956484,0.0,0.0,0.0,0.8332006093904433,2.9202417871680884,0.0,0.0,0.0,3.42091051146303,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10707,0.0,0.0,0.0,2.225887843014306,0.0,2.2057429727705866,0.46857604948206755,1.8341037747965752,1.4331618934095836,0.0,0.0,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10708,0.0,0.0,0.0,2.0468164349315336,0.0,0.0,0.3005251608786799,0.18512259481638832,2.085009673470961,0.0,2.5228553942067147,ILC,hI02_NK-GZMK
P_T_P1228_10710,1.7123635304274991,0.0,0.0,1.3392831934527782,2.922895835184071,0.0,1.6351027922521868,3.1436890297420033,0.0,0.0,1.7647951042240866,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10711,0.0,1.8203421580830372,0.0,0.0,0.0,0.0,0.0,0.848939514961933,0.0,0.0,0.0,B cell,hB02_GALTB-IgA
P_T_P1228_10712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511229805486243,ILC,hI02_NK-GZMK
P_T_P1228_10713,1.1942808429155722,0.0,0.0,0.7052363850483852,0.0,2.7652763185483513,0.0,0.39990367507315916,0.0,0.9765350578159008,3.330782190858622,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10714,0.0,0.0,0.0,1.158084409283176,0.0,1.9732580645366018,0.0,0.0,0.0,0.0,3.7380784423534235,B cell,hB05_GCBCell-LRMP
P_T_P1228_10715,2.5991069748067903,0.0,0.0,0.0,0.0,2.43571361269537,0.13258273016795685,2.578159068580672,0.0,0.0,0.8058069374318878,Myeloid cell,hM03_cDC2-CD1C
P_T_P1228_10716,0.0,1.719595964904388,0.0,0.0,0.0,2.555330031946486,2.5446789709603195,3.0540865485449693,0.0,0.0,0.5797246136086708,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10717,0.0,0.0,0.0,0.0,0.0,0.0,2.8376775825846976,0.0,0.5310074998270348,0.0,3.589654218390659,B cell,hB05_GCBCell-LRMP
P_T_P1228_10718,0.6222376977002911,0.0,0.0,0.0,0.0,0.0,2.958656979599484,0.0,0.4372476780674879,0.0,3.332448309576179,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10720,0.0,0.0,0.0,0.0,0.0,2.7895676805863885,0.0,3.2061076890249742,0.0,0.0,1.557858847074328,CD4 T cell,hT07_CD4-GZMK
P_T_P1228_10722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13109037914463,0.0,2.561434097507056,ILC,hI02_NK-GZMK
P_T_P1228_10723,0.0,0.0,0.0,0.0,0.0,1.7983952770125555,0.0,3.2105307582705094,0.0,0.0,1.7313701232840757,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5819185579743628,0.7543157127431204,0.0,2.443808949113363,B cell,hB02_GALTB-IgA
P_T_P1228_10725,0.0,2.7739970126548203,0.0,1.983863276091587,0.0,0.0,0.0,0.0,3.601747157155894,3.4693243693448013,0.0,CD8 T cell,hT17_CD8-CD160
P_T_P1228_10726,0.0,0.0,0.0,1.5740248925524494,0.0,2.8156391286555813,0.0,1.2682657435276894,1.2462880799265261,0.0,2.8374144882747485,B cell,hB01_PlasmaB-IgG
P_T_P1228_10727,0.0,1.6049856256498611,0.0,0.0,0.0,0.0,0.5159180398307164,0.31123666817429685,0.0,0.0,0.0,B cell,hB02_GALTB-IgA
P_T_P1228_10728,0.0,0.0,0.0,0.0,0.0,0.0,0.6482536769885887,0.0,0.0,0.0,1.2761852325794845,B cell,hB02_GALTB-IgA
P_T_P1228_10729,0.0,0.0,0.0,1.8544536091121917,0.0,0.0,0.0,3.098153294767215,0.8592579405760273,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10730,0.0,0.0,0.0,1.935493560918425,0.0,2.5402645714603396,0.0,0.0,0.0,0.9783281565530593,3.7846687870380684,B cell,hB03_FollicularB-IgD
P_T_P1228_10731,0.0,0.0,0.0,1.5916097167284728,0.0,2.9698552217783116,0.0,0.0,2.1909866046093347,0.0,2.2960482854551754,ILC,hI02_NK-GZMK
P_T_P1228_10732,0.0,0.0,0.0,0.0,0.0,1.727949715503318,3.0038381519967907,0.0,0.3028615659778939,0.0,3.539672487416987,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10733,0.0,0.0,0.0,1.1314571293816806,0.0,2.3705768013575756,0.0,0.2751564573719064,0.37987238133899165,0.0,3.5149627415588665,B cell,hB04_FollicularB-MS4A1
P_T_P1228_10734,0.0,1.4054746714761368,0.0,0.0,0.0,0.0,0.0,2.8854954782867184,1.5318765773288856,0.0,0.5252542077786668,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10735,0.0,1.4737919458806625,0.0,1.4815119046482284,0.0,0.0,0.203746481988504,0.0,0.0,0.0,1.4277781163745134,ILC,hI01_NK-CD16
P_T_P1228_10736,0.7802158953200309,0.0,0.0,0.5979504568925536,0.0,0.0,0.0,0.0,0.5718837599871812,0.0,1.6856271952141957,B cell,hB02_GALTB-IgA
P_T_P1228_10737,0.0,0.0,0.0,0.0,0.0,0.0,0.31058709001705564,0.1286985213311491,0.0,0.0,1.474707446921266,ILC,hI02_NK-GZMK
P_T_P1228_10738,0.0,0.0,0.0,0.0,0.0,2.751250982851796,0.0,0.3929913452382389,0.0,0.0,0.8845149082413063,B cell,hB02_GALTB-IgA
P_T_P1228_10739,0.0,0.0,0.0,1.4396826750237672,0.0,0.0,0.0,0.0,3.4635232941322966,0.0,2.0154711366047566,ILC,hI01_NK-CD16
P_T_P1228_10740,3.1911757529179323,0.0,0.0,1.8531486961298256,0.0,0.0,0.0,0.0,3.5459812898031604,3.3835916106452135,0.5350813433135315,CD8 T cell,hT18_CD8-LAYN
P_T_P1228_10741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7903515635341538,ILC,hI02_NK-GZMK
P_T_P1228_10742,0.0,2.8703726040014006,0.0,0.0,0.0,0.0,0.0,0.6460318840236513,3.367187874805024,3.4715665044252773,3.26539264754876,CD8 T cell,hT15_CD8-GZMK
P_T_P1228_10743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8680449051203849,0.0,0.0,2.21547207097827,B cell,hB01_PlasmaB-IgG
P_T_P1228_10744,0.8724667897035944,3.1635606906795504,0.0,0.0,0.0,0.0,0.1326532184648115,2.993927763235564,0.7950682613562665,0.5637729119830927,0.5186182816898403,Myeloid cell,hM12_TAM-C1QC
P_T_P1228_10745,1.284334682203426,1.6884274843500493,0.0,1.2960591487047357,0.0,0.0,0.0,2.797311327364814,0.675943541280668,0.0,0.0,CD4 T cell,hT05_CD4-CXCR6
P_T_P1228_10746,0.0,0.0,0.0,0.0,0.0,0.3937007304448084,2.5413480375769177,3.0946243304107073,0.0,0.0,1.5368355719337115,CD4 T cell,hT04_CD4-TCF7
P_T_P1228_10747,0.0,0.0,0.0,0.0,0.0,2.406653215725299,0.0,0.1372402695114718,0.0,0.0,0.0,ILC,hI02_NK-GZMK
P_T_P1228_10748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2855402326618817,0.0,1.3699203155316808,B cell,hB02_GALTB-IgA
