TF,n,spearman_rho,p,is_signature_gene,p_fdr_bh,significant_fdr01
ELF4,380,0.09187222974211015,0.07364636873713926,False,0.11446242851916824,False
ZNF514,380,0.0918386638755431,0.07375216749595238,False,0.1145118909566041,False
RFX4,380,-0.09124484518848307,0.07564441877756006,False,0.11733222471709717,False
IKZF5,380,0.09119864559036554,0.07579327719179674,False,0.11744543853143277,False
NKX2-5,380,0.09078697995914752,0.07713023177034553,False,0.11939759878049488,False
EVX1,380,0.09054747683297931,0.07791682616561066,False,0.1204947521522131,False
STAT5A,380,0.09007943815164451,0.07947277169706742,False,0.12277829399906223,False
GBX2,380,0.08982823952244533,0.08031817515992042,False,0.12396065318799282,False
DMTF1,380,0.0895564739458306,0.08124097575499697,False,0.1252599905067085,False
HNF4G,380,-0.0892200515692564,0.08239517573171673,False,0.12691316620168905,False
HOXC13,380,0.08879770734719432,0.08386286425534703,False,0.12904544121995745,False
ZNF253,380,0.08842964610880653,0.08515903965218859,False,0.13090982460932268,False
SP140L,380,-0.08832600813338369,0.08552691109218136,False,0.1313448991772785,False
GATA4,380,0.08820610038936515,0.08595412870667998,False,0.13187015979974293,False
PPARA,380,0.088020022730092,0.08662050098241052,False,0.13276092625818958,False
GFI1,380,-0.0873131189957339,0.0891899907760389,False,0.13656390279061148,False
ZFP42,380,0.08705825001738178,0.09013126475089796,False,0.1378687725636265,False
ZNF493,380,0.0868274073767654,0.09099066215445129,False,0.13904594769505488,False
SALL3,380,0.08674091465769515,0.09131434872497925,False,0.1394029702428677,False
AKAP8L,380,0.08645948437795223,0.09237394591798291,False,0.14088164362663796,False
ZNF878,380,-0.08631326127238488,0.09292835212551298,False,0.1415876861124942,False
MIXL1,380,0.08587380948135723,0.09461056216316788,False,0.1440089972749104,False
HOXB13,380,-0.08567702203973422,0.09537169722693502,False,0.1450249384158108,False
MBD1,380,0.08565220954729762,0.09546801284050312,False,0.1450289341286544,False
DNMT1,380,-0.08540218347576796,0.09644288413229311,False,0.1463662594478331,False
SNAPC4,380,-0.08532450806041604,0.09674735649160492,False,0.14668453266307974,False
FOXK2,380,-0.08528077905483009,0.0969191022006842,False,0.14680114501630054,False
MZF1,380,-0.08467560499964645,0.09932094550698305,False,0.15029210522464298,False
SPIB,380,-0.08462601096757422,0.09951985547293418,False,0.15044603151572472,False
ZNF541,380,0.08457673267826855,0.09971781245891184,False,0.1505982182306298,False
ZNF395,380,0.08443864678907431,0.10027418734113229,False,0.15114128120415823,False
ETV4,380,-0.08442439050177736,0.10033176879771759,False,0.15114128120415823,False
JUN,380,0.08441485236692269,0.10037030818984151,False,0.15114128120415823,False
ZNF202,380,-0.08416317241102773,0.10139148922413001,False,0.15253063685029472,False
ZNF239,380,-0.08410350504179868,0.10163479157740261,False,0.15274821103089248,False
ZBTB25,380,0.08386107118327797,0.10262811671089668,False,0.15403881264564243,False
STAT3,380,0.08384541173750622,0.10269254176376161,False,0.15403881264564243,False
TCFL5,380,-0.08367419765654836,0.10339903164231411,False,0.1549484036614736,False
DRGX,380,-0.08359255883001741,0.10373725457455177,False,0.1553049033669305,False
INSM2,380,0.08354972345123152,0.10391506797343998,False,0.1554207973167972,False
ASCL3,380,0.08338942597033464,0.10458261793056421,False,0.15626823605841061,False
TFDP2,380,-0.0830732803289532,0.10590912672275953,False,0.15809771279347323,False
ZNF77,380,-0.08288622041145352,0.10670024446430064,False,0.15912522006814778,False
DACH1,380,0.08239799196035079,0.10878705492355766,False,0.16208119443856328,False
FOXG1,380,0.08231401432851836,0.10914921597963216,False,0.1624189909359401,False
ZBTB17,380,0.08229678789823698,0.1092236237495566,False,0.1624189909359401,False
ZNF530,380,0.08098348215364494,0.11501486930907531,False,0.17086661966453798,False
CEBPB,380,0.0806931502243347,0.11632704351073424,False,0.172650300435874,False
ZNF718,380,0.08038063863017608,0.1177525213411813,False,0.17459856612657917,False
HSF5,380,0.08034161758286891,0.11793146502397012,False,0.1746965625426849,False
ZNF174,380,0.08026792533373864,0.11826998428558448,False,0.17503053123717474,False
TP53,380,-0.08023954775852939,0.11840054429624106,False,0.1750563921400011,False
ZNF486,380,0.08012839876227493,0.118913004707743,False,0.17549824227422214,False
ZNF432,380,0.08012555593111016,0.11892613446102004,False,0.17549824227422214,False
BARX2,380,-0.07995068484914959,0.11973596337336524,False,0.1765250202875899,False
ZFP62,380,0.07989672882428432,0.11998670063212906,False,0.17672636781972959,False
ZNF428,380,0.07945571789538772,0.1220514897646791,False,0.1795966788552502,False
ZNF497,380,-0.07919865775226508,0.12326773161158587,False,0.18121410117258777,False
TFCP2L1,380,-0.07912857454977948,0.12360094973522243,False,0.18151404137479818,False
ZBTB32,380,-0.07910645286268254,0.12370627496796646,False,0.18151404137479818,False
ZNF487,380,0.07895231778156245,0.12444207701349334,False,0.1824207719856891,False
ZNF451,380,0.0788945497018327,0.12471872162235105,False,0.1826533406541149,False
TCF7L2,380,-0.0788166906230175,0.1250923351802967,False,0.18302734863809006,False
ZNF597,380,0.07863687940347969,0.12595849566085845,False,0.18412063388386107,False
KLF3,380,0.0786015797202861,0.12612908129744602,False,0.1841960545740061,False
NKX2-1,380,0.07843012660100142,0.1269601784996108,False,0.18523502009179785,False
ZNF169,380,-0.07815899303429424,0.12828312075093237,False,0.18698895567085058,False
HES1,380,-0.0777979326634241,0.1300613832109269,False,0.1894026540080102,False
DMBX1,380,-0.07749696441815598,0.13155819772958977,False,0.19140234030583173,False
NR1D1,380,0.07701659752440539,0.13397472864857282,False,0.19473509854271429,False
ZNF595,380,0.07697367482265446,0.1341923088267351,False,0.19486838092287614,False
NEUROD6,380,0.07675878591826639,0.1352857002024723,False,0.1962720374071482,False
POU4F1,380,0.07663021621923832,0.1359431550189011,False,0.19704120221840724,False
HELT,380,0.07622030454841795,0.1380556936184099,False,0.19991600909382465,False
SP8,380,0.07591861083214063,0.13962654797512133,False,0.20200177221073629,False
DMRT2,380,-0.07572364029225336,0.14064898311653076,False,0.2032909671936411,False
ZNF7,380,0.07521324455736475,0.14335267437673668,False,0.20700554098431753,False
ZNF107,380,0.07518415842293272,0.1435079385357311,False,0.20703661589311437,False
GBX1,380,0.07486540152029313,0.14521791797425945,False,0.209308507471279,False
ZNF69,380,-0.0746706066319,0.1462705255432333,False,0.21062955678225598,False
HOXD1,380,0.07410863152776627,0.14933984384000915,False,0.21484951511555217,False
ZNF394,380,-0.07324739427326175,0.15413829262288817,False,0.22154696098442977,False
NFYA,380,0.07311045994008894,0.1549118668167636,False,0.22245229112462903,False
ZNF14,380,0.07307550704186692,0.15510979362109864,False,0.2225300838975539,False
HOXB5,380,-0.07293044998937952,0.15593324843977607,False,0.22350432276367904,False
ERF,380,0.07264761260342883,0.15754834492831354,False,0.2255086882195335,False
OTX2,380,-0.0726345923396579,0.15762299783820105,False,0.2255086882195335,False
PHF19,380,-0.07231441469209356,0.1594671765840815,False,0.22791938739633866,False
NR1I2,380,-0.07229103664089584,0.15960246507598908,False,0.22791938739633866,False
ZNF716,380,0.0721978292366565,0.1601427148503669,False,0.22848011298467097,False
ZNF682,380,0.0720679070646971,0.16089806709512638,False,0.2293464160803459,False
ZNF335,380,0.07167761197788187,0.1631833207867742,False,0.23238986253719085,False
BCL11A,380,-0.07146194156660407,0.16445652482217918,False,0.23398777612567406,False
NPAS1,380,-0.07129525087432906,0.16544567324693812,False,0.23517897354110212,False
THAP5,380,0.07123949172931406,0.16577754331752143,False,0.23543452940873685,False
TAL2,380,0.07118124642107078,0.16612474307799488,False,0.2357113678136903,False
ZNF74,380,0.07113122355027278,0.1664233635153131,False,0.23591883399423502,False
ZNF519,380,-0.07068588291053686,0.16909964579382733,False,0.23943810958919445,False
MECOM,380,-0.07066675607753514,0.16921530483887515,False,0.23943810958919445,False
SALL1,380,0.07033227757704082,0.17124744449338938,False,0.24209227769476416,False
GRHL1,380,0.07024413681339538,0.17178596546734393,False,0.2426320023206646,False
MYBL1,380,-0.07014216278602674,0.1724105785958723,False,0.24329222941331846,False
NKX6-3,380,-0.06990192956737444,0.17388874515397884,False,0.24515462431544557,False
ZIC3,380,0.06972670526601321,0.17497284139428398,False,0.24645856094481494,False
SP110,380,0.06953860533749949,0.1761421807584822,False,0.24788008710375498,False
REPIN1,380,-0.0694535586214574,0.17667278201894368,False,0.24840096872418238,False
NFKB1,380,0.06937354909062307,0.17717303880222848,False,0.24883164535567873,False
ZNF674,380,0.0693531766445082,0.17730058451376848,False,0.24883164535567873,False
ZNF572,380,0.06915960703773912,0.17851586518249726,False,0.2503102892232842,False
ZNF709,380,0.06895776496011678,0.17978964563197403,False,0.2518682094464215,False
ESR2,380,-0.06863664517815962,0.18183000856935355,False,0.2544962506920066,False
TBX6,380,0.06860669930767907,0.18202115032217858,False,0.25453364110093263,False
ZNF358,380,0.06852032813308283,0.18257328113488952,False,0.2550753061343041,False
ZNF20,380,-0.06844542020400421,0.18305313335727275,False,0.25551510409112554,False
ZNF680,380,0.068255093914178,0.18427652985816909,False,0.256991052450852,False
ZNF480,380,-0.06810352123636514,0.18525512678901618,False,0.25812325496795413,False
CDC5L,380,0.06800956712342766,0.18586364075412265,False,0.25873823371167437,False
HOXA9,380,-0.06795028132860209,0.18624837455896548,False,0.2590408659634129,False
ZNF101,380,-0.0677556738116767,0.1875153958025446,False,0.2605689701098196,False
ZNF479,380,0.06768627361752698,0.18796876575678587,False,0.26096470797444354,False
E2F3,380,0.06745868138573573,0.1894612082172349,False,0.26280103075293876,False
CCDC17,380,-0.06740065405532855,0.18984311190458944,False,0.263095019900004,False
RORC,380,-0.06713946889329137,0.19156908253032492,False,0.2652494988881422,False
ZNF92,380,0.06677756586461707,0.1939795828380993,False,0.26834709046771915,False
GSC2,380,0.06672733646005077,0.19431588693527094,False,0.2685723151569637,False
ESRRG,380,0.06664777864403305,0.19484942717213352,False,0.26906950335634494,False
FOXJ1,380,-0.0665838365201718,0.1952790187650061,False,0.26942238952605124,False
SIM1,380,0.0663406614088418,0.196919094843828,False,0.2714432402655795,False
ZBED3,380,0.06620775126263284,0.19781973179729387,False,0.2723887094798773,False
FOXD4L6,380,-0.06618617807093718,0.19796620058056338,False,0.2723887094798773,False
ZNF749,380,0.0661616433050199,0.1981328726578436,False,0.2723887094798773,False
FOSL1,380,-0.06595949553781387,0.19951001593654138,False,0.2740386021914517,False
ZNF581,380,-0.06587055254345672,0.20011814667718061,False,0.2746302225676202,False
SLC2A4RG,380,-0.06581020214896864,0.20053154795648026,False,0.27495379648948753,False
DBP,380,0.06561861502948214,0.20184803646946273,False,0.2765139473050693,False
ZIC1,380,0.06554610503179599,0.20234792159681766,False,0.2769536539627531,False
GCM1,380,0.06505601042598132,0.20575021856741033,False,0.28136160630949747,False
PLAGL1,380,0.0649391689742886,0.20656742264684583,False,0.2822298060523542,False
PTF1A,380,0.06475577110320277,0.2078548602246337,False,0.28373838062410317,False
FOXA1,380,-0.06467261788278159,0.20844049470383247,False,0.2842871240542138,False
GCM2,380,0.06431896042663438,0.21094455391749523,False,0.2873939028306275,False
MYF5,380,0.06429855282683868,0.21108970769923996,False,0.2873939028306275,False
E2F5,380,-0.06368841992699976,0.21546269796142214,False,0.29308985627792744,False
ATF6B,380,0.0636158711290262,0.2159869678546631,False,0.29354506254523133,False
EMX1,380,-0.06265610305097193,0.22300893665198684,False,0.30260996760150694,False
ZNF443,380,-0.0626508535110557,0.22304778619723478,False,0.30260996760150694,False
NRF1,380,0.06254202670720845,0.2238542524473055,False,0.3032972212958772,False
GRHL3,380,0.06252963624286435,0.22394620409637445,False,0.3032972212958772,False
TFDP3,380,-0.062468597930363856,0.22439957197759072,False,0.3036455746689776,False
SATB2,380,-0.062389893458770364,0.22498512082581332,False,0.30417202361428736,False
PITX2,380,-0.062332303801652264,0.22541426701256814,False,0.30432674558430395,False
T,380,0.0623217801280995,0.22549275011963604,False,0.30432674558430395,False
AEBP2,380,0.06224518159106245,0.22606458973201485,False,0.3048327394644242,False
ZNF721,380,-0.06221604779337524,0.22628235588925655,False,0.30486082412234045,False
MYOD1,380,0.06198478435474673,0.22801626863943605,False,0.30692972509030175,False
ZNF808,380,0.06158070119790061,0.23106849603073498,False,0.3105465178631201,False
ZNF232,380,-0.06157597237176236,0.231104385386508,False,0.3105465178631201,False
TIGD1,380,-0.06136132555298267,0.23273759927799506,False,0.3124699077904045,False
GTF2IRD1,380,0.06118900821456558,0.23405462388793885,False,0.3139658212985523,False
ZNF703,380,-0.06099680797361151,0.23552980945177912,False,0.3156711212392676,False
ZFP3,380,0.060743177543171295,0.23748650033003837,False,0.3179054917470865,False
ZNF653,380,-0.060727521321710436,0.23760765759133015,False,0.3179054917470865,False
SNAPC2,380,0.06064749298078712,0.23822764429789223,False,0.3184597524811202,False
CXXC5,380,0.060490725889233724,0.23944542757859372,False,0.3198114942982425,False
TGIF2,380,0.06036375692740341,0.24043493560090898,False,0.32085627612948886,False
ZNF22,380,0.06032046075160012,0.24077301116001085,False,0.32103068154668113,False
PROX2,380,0.059418129627860757,0.24789480758482046,False,0.33024196397702416,False
HNF1A,380,-0.05925429731865879,0.2492034716973508,False,0.3316998918207214,False
POU1F1,380,0.05880053532246742,0.2528531271154536,False,0.336268591730861,False
ZNF804B,380,-0.05875614419803053,0.2532121511735928,False,0.3363386245893015,False
NPAS2,380,0.05874030581646088,0.25334033350847907,False,0.3363386245893015,False
ZBTB9,380,-0.05856006552067059,0.25480221549529236,False,0.33798957119684025,False
ZNF28,380,0.05851102711743286,0.25520096239659934,False,0.338228672765356,False
ZNF3,380,0.058280394959894774,0.2570820999953467,False,0.3404303599596208,False
DMRTC2,380,0.0580294093639249,0.2591401165901173,False,0.34286230810384755,False
ZIC2,380,-0.057939337265018084,0.2598814486141811,False,0.34354951533283723,False
ZGLP1,380,-0.05764056693631466,0.2623509203576037,False,0.3465181098238656,False
RFX5,380,0.057590820396024985,0.2627636605626263,False,0.3467673883639774,False
GPBP1L1,380,-0.057473623194401746,0.2637377941694232,False,0.3477564781722889,False
ZNF628,380,-0.05731319083764614,0.26507531370167575,False,0.34922262605122895,False
ZNF814,380,-0.057268924059218095,0.2654451823997616,False,0.34941253601601274,False
TIGD6,380,0.05714373191546966,0.26649313454144713,False,0.3504939441547665,False
HSFY2,380,0.056865054547998325,0.2688360432557691,False,0.35327520794561174,False
GPBP1,380,0.056792085644840805,0.26945183068301753,False,0.35378408303419095,False
ZNF32,380,-0.05632229613646629,0.2734394807578787,False,0.3587155222145731,False
ISX,380,0.05595085453034135,0.27662064886191384,False,0.36240735215549064,False
ZNF700,380,-0.05592271045293991,0.27686270543396674,False,0.36240735215549064,False
ZNF705D,380,0.055911866771090606,0.2769560062015151,False,0.36240735215549064,False
POU4F3,380,0.05571418171261152,0.2786606610883282,False,0.36432998594994265,False
HSF4,380,-0.055532158491547974,0.2802365375578919,False,0.36608114779714485,False
NR4A2,380,0.055333363950319896,0.28196448963305054,False,0.36802784987517895,False
ZBED4,380,0.055268310702931436,0.2825315020738975,False,0.36845725797000284,False
PAX4,380,-0.05500313348824922,0.28485078242130346,False,0.37116920133684994,False
MNX1,380,-0.054974750288577984,0.28509978399992536,False,0.3711812158384226,False
ZNF433,380,0.05488486159058766,0.2858893313356945,False,0.3718963738719791,False
NOTO,380,-0.054626496440749774,0.2881668983689266,False,0.37454438175910865,False
HES3,380,-0.05428396857561593,0.29120512527014947,False,0.3781757834884156,False
HOXB6,380,-0.05420043680811564,0.2919492951595106,False,0.3788243997543357,False
ZNF675,380,0.05408406226425296,0.2929881755286105,False,0.3798540165144799,False
ZNF589,380,0.053720772265318836,0.2962471649434004,False,0.38375783375094885,False
ZNF761,380,0.05324864089260283,0.30051851752755304,False,0.3886766871916603,False
ZNF670,380,-0.053245561726396336,0.3005465081191327,False,0.3886766871916603,False
CREB3L1,380,0.05312786642326165,0.3016176927700866,False,0.3897363843139349,False
AIRE,380,0.052925956551600706,0.3034612325316333,False,0.3916026429487692,False
RXRA,380,0.052914294508394244,0.3035679402703637,False,0.3916026429487692,False
ASCL1,380,0.05288503319087295,0.30383579075161077,False,0.3916218185541161,False
TCF20,380,0.05281035769804481,0.304520059343044,False,0.3921772478061831,False
ZNF91,380,0.05269850468835215,0.30554689885104125,False,0.3931725680975992,False
ATF5,380,0.05199303765063474,0.3120759218403259,False,0.4012404709375619,False
ZNF337,380,0.05191751308907774,0.3127802808673803,False,0.4018123442180122,False
ZIC5,380,-0.05166318252700625,0.3151598877851795,False,0.4045335873063498,False
ZNF44,380,0.05148739823623419,0.31681149425222077,False,0.40631664714369325,False
ZNF266,380,-0.05136018904675366,0.31801022712256616,False,0.4072182960149019,False
CREBZF,380,0.05135696508893835,0.31804064591861525,False,0.4072182960149019,False
ZNF777,380,0.05126315396999765,0.3189266072449926,False,0.40801519670681696,False
MLXIPL,380,-0.05087385377933375,0.32262037424404477,False,0.41239994990072776,False
ZNF280B,380,0.05072627787512628,0.3240278432451037,False,0.41385734434275623,False
ZNF711,380,-0.05068802608221049,0.3243933094520317,False,0.41398255814653345,False
POU2AF1,380,-0.05062980402264494,0.32495008896101585,False,0.4143515137657764,False
MAX,380,0.05015660071476924,0.329498307138287,False,0.4198052505761879,False
SMYD3,380,-0.049805546520971716,0.33289889302828946,False,0.4237890513221974,False
STAT1,380,-0.049774276686202185,0.33320288794390085,False,0.42382750249561096,False
ZSCAN10,380,-0.0493491247582193,0.3373537716808539,False,0.4287550398702478,False
SREBF1,380,-0.04906509304838275,0.34014522125003255,False,0.43194815627157535,False
CBX2,380,-0.0485582748394902,0.3451627194730257,False,0.4373844870601647,False
ZNF93,380,0.048550719328864976,0.34523787283938623,False,0.4373844870601647,False
ZNF518A,380,-0.0485471077254533,0.3452738005087347,False,0.4373844870601647,False
TCF3,380,-0.047902567116068766,0.35172359016667576,False,0.44507317866885443,False
ZFPM1,380,-0.04788322330000577,0.3519183273195593,False,0.44507317866885443,False
TBX3,380,0.04781130212681988,0.3526429650548746,False,0.44536771675300585,False
OSR2,380,0.04780300444100642,0.35272662838448654,False,0.44536771675300585,False
FEV,380,0.04767674867572115,0.35400117404362774,False,0.446612728133281,False
GMEB1,380,0.047425660499686426,0.3565444978102058,False,0.4494206638784413,False
CASZ1,380,0.04739976092503198,0.35680749089573927,False,0.4494206638784413,False
SMAD1,380,0.04696835026883684,0.36120606945222755,False,0.45459105326182786,False
SAFB,380,-0.04582863166372586,0.37298845176040407,False,0.46903828052404994,False
SP9,380,0.04574731726148159,0.37383804227637785,False,0.4697250726005137,False
GSX1,380,0.04570866757154234,0.37424228045838903,False,0.46985162218133514,False
ZNF556,380,0.04531822727114662,0.3783409918473851,False,0.47461252461892395,False
HOMEZ,380,-0.045226334510298956,0.3793096388450521,False,0.47544236512723936,False
ZBTB48,380,0.04514117586295458,0.3802086563325825,False,0.47617216704602283,False
DMRTB1,380,0.045098142091483225,0.3806634583181213,False,0.47617216704602283,False
ESX1,380,0.045083839220277935,0.3808146917331888,False,0.47617216704602283,False
TBX22,380,0.045029206040460776,0.3813927015534152,False,0.4765100096890127,False
TERF1,380,0.04488511587455983,0.38291972174363065,False,0.47803203972511304,False
FOXB2,380,-0.04469438536500478,0.38494674985033617,False,0.4801753172992106,False
FEZF1,380,-0.044466445484002456,0.3873777804824562,False,0.4828186829201628,False
CRX,380,-0.0441235366510414,0.39105249773118067,False,0.4870066504327174,False
ATF1,380,0.044012632585665255,0.39224547770982965,False,0.4880996780504954,False
ZNF485,380,-0.04389076296448538,0.39355894478829634,False,0.48934076026689377,False
TFAP2A,380,-0.04377061687916892,0.39485642970387236,False,0.4905599945277644,False
NFIA,380,0.043499583444648826,0.397792827550146,False,0.4938117859243192,False
ZNF768,380,-0.043429214110363344,0.39855735281979776,False,0.49423632284853874,False
CXXC1,380,-0.043409346444536034,0.3987733638487241,False,0.49423632284853874,False
MBD4,380,0.04316894547759654,0.4013926816548422,False,0.4970846969613566,False
THAP11,380,-0.04234883669215058,0.4104053707120716,False,0.5078397392983908,False
DLX6,380,0.04192026579456858,0.4151624669691174,False,0.5133158936646915,False
SOHLH1,380,0.041841558608096865,0.4160396233032334,False,0.5139898937537153,False
AHCTF1,380,0.04176433541725671,0.41690129930040964,False,0.5146437091842377,False
ZNF639,380,-0.04125821616607123,0.4225746027616576,False,0.5210056457487313,False
EHF,380,-0.04124457839044961,0.42272809500026265,False,0.5210056457487313,False
LHX5,380,0.04107196200447698,0.4246736902596604,False,0.5229417962732296,False
NOBOX,380,0.041026467759098455,0.4251873319129258,False,0.5229417962732296,False
DMRTA2,380,-0.041015387852283335,0.4253124815943127,False,0.5229417962732296,False
ZNF311,380,-0.040947142689987705,0.4260837960984848,False,0.5234743780638528,False
ZNF831,380,0.04043789909691941,0.43186493275282567,False,0.5301561585260699,False
THRA,380,0.04036623593918611,0.4326820992728986,False,0.5307384228799105,False
LEUTX,380,-0.04020252386163873,0.4345522295291152,False,0.5326103335796282,False
ZNF182,380,0.040161071612262095,0.43502648718258674,False,0.5327697801888008,False
SPIC,380,0.04003482300452201,0.43647273694395083,False,0.5341184164341786,False
NEUROD4,380,0.03979659822213953,0.4392092402202874,False,0.5370425780892614,False
ZNF416,380,0.03958840073838514,0.4416088337096066,False,0.5395504929616977,False
NFIB,380,0.039459171316656355,0.44310202893627626,False,0.5409479028338766,False
ZNF587,380,0.03938223693508433,0.44399233873235944,False,0.5416076756167789,False
ZNF564,380,0.039326068454711836,0.44464298070322006,False,0.541641374176987,False
ZBED2,380,0.03931944345633217,0.4447197587719318,False,0.541641374176987,False
CSRNP1,380,0.039146907351510433,0.44672195554788685,False,0.5436521911856359,False
MXD1,380,-0.03884242530914845,0.4502677534714422,False,0.5475369068136626,False
ZNF488,380,-0.03870890282460418,0.451827663804656,False,0.5490025302744173,False
ZNF652,380,0.03852226157458363,0.45401323950519634,False,0.551225486081603,False
NEUROG2,380,-0.03842523239893488,0.45515179629079117,False,0.5517732274077017,False
ZNF346,380,0.038423063198240695,0.45517726834601746,False,0.5517732274077017,False
ZNF133,380,0.03827800271240635,0.45688246883363637,False,0.5534069340801793,False
ZNF121,380,0.03813901932850387,0.4585195803607942,False,0.5549556766211958,False
IRF7,380,0.03802826188157664,0.4598265554215937,False,0.5561027404629899,False
HESX1,380,-0.037863388256717465,0.46177596118658226,False,0.5580243465392891,False
IKZF3,380,0.03772478845383617,0.4634182645370438,False,0.5595721322178969,False
BHLHA15,380,0.03766553731985268,0.46412133374761155,False,0.5596233871914401,False
ZFP30,380,0.03766028046121084,0.4641837397634426,False,0.5596233871914401,False
DPF1,380,-0.03759298028070213,0.46498309477149913,False,0.5599609477553448,False
BHLHE23,380,-0.03757580667126811,0.4651871956158743,False,0.5599609477553448,False
BARHL1,380,-0.03747557453835206,0.466379399868044,False,0.5609598376035214,False
DLX4,380,0.03734415628121052,0.46794510156552394,False,0.5624060692728502,False
ZNF180,380,0.03712607136980536,0.47054972749155155,False,0.5650977332481938,False
LCORL,380,-0.036623385726200414,0.47658364233953854,False,0.5717179578869948,False
NFXL1,380,-0.03657969516943791,0.4771100621469917,False,0.5717179578869948,False
FOSB,380,0.03657469858831892,0.47717028526485605,False,0.5717179578869948,False
ZNF620,380,-0.03652246699731319,0.47780007359509424,False,0.5718072162330958,False
NEUROD1,380,0.036507257281121516,0.47798355155402195,False,0.5718072162330958,False
ZBED5,380,0.036413355354953374,0.47911715915917985,False,0.5721737984140335,False
HOXA2,380,0.036404750547085106,0.4792211116259456,False,0.5721737984140335,False
ZNF780B,380,0.03639004053425072,0.47939884789599574,False,0.5721737984140335,False
MXI1,380,0.03635341539667717,0.4798415330674317,False,0.5722609346597722,False
TBX4,380,-0.03626792791672045,0.48087567705552425,False,0.5730527698860288,False
ZNF30,380,0.0360651467821553,0.4833335530865166,False,0.5755387232137905,False
BCL11B,380,0.035673575694717304,0.48809888075568764,False,0.5807663854033854,False
ZNF558,380,0.03532537917569534,0.4923574603748362,False,0.5853835243166254,False
LHX4,380,0.03520271511130533,0.4938624032605895,False,0.5867221797754355,False
HES7,380,0.03477790682875603,0.49909319158449195,False,0.5924817949177865,False
ZNF205,380,-0.03465812772841371,0.5005733475291814,False,0.593702735405431,False
ZNF324,380,0.03463262917359493,0.5008887418859773,False,0.593702735405431,False
TBR1,380,0.03456308903725889,0.5017494241393132,False,0.5942678718956824,False
SRY,380,0.03396244982506624,0.5092157310751699,False,0.6026498101715314,False
SIX3,380,-0.033816752857825434,0.5110355277132377,False,0.6043414796792146,False
GRHL2,380,0.03360736220656678,0.513656790841118,False,0.6069776429175959,False
ZNF326,380,-0.033195434540016715,0.5188337889881534,False,0.6126275403155312,False
ZNF219,380,0.03285924746289492,0.5230787070157804,False,0.6171690841923995,False
ARID3A,380,0.03266491570414577,0.5255405410344689,False,0.619601490876891,False
DMRT1,380,0.032467759404201685,0.5280441749940725,False,0.6220794390341129,False
ZNF320,380,0.03229931459993171,0.5301879946508026,False,0.6241300499767622,False
MSX2,380,0.031904484790275967,0.5352302450723879,False,0.629586944811593,False
ZFY,380,-0.03185732404546678,0.5358341261795629,False,0.6298186995641333,False
SIM2,380,0.031815926552146295,0.5363644918735754,False,0.6299637582855043,False
RXRB,380,0.031607068278420046,0.5390442942792251,False,0.6326312111783475,False
ZNF579,380,0.03153657796369115,0.5399502419460576,False,0.6332143746458312,False
L3MBTL4,380,-0.031443373623219015,0.5411492762829739,False,0.6341401057426522,False
ZNF614,380,0.0312048058130504,0.5442243725954936,False,0.6372612169272497,False
PRDM13,380,0.031164007486803046,0.5447511207879216,False,0.6373958692212417,False
HOXA3,380,0.030919082276375624,0.5479186488270038,False,0.6406178764231132,False
YY1,380,0.030745746509731445,0.5501658026411999,False,0.642759745274398,False
NR1H4,380,-0.030670288159722853,0.5511454678056826,False,0.6434186909224712,False
ZNF648,380,-0.030614884768868627,0.5518653058194756,False,0.643709952384886,False
DPF3,380,0.030587088573939502,0.5522266258185585,False,0.643709952384886,False
SAFB2,380,0.030288765973667493,0.5561117580653705,False,0.6477509416743368,False
AKAP8,380,-0.030076438472976454,0.5588850206148989,False,0.6504917382795965,False
ZNF48,380,-0.02990341536044388,0.5611498546573864,False,0.6526370961755328,False
ZNF408,380,-0.02968333013699849,0.5640370976234153,False,0.6555025729136988,False
ZNF586,380,-0.02961514083619969,0.56493309976533,False,0.6560513416629639,False
NFYC,380,0.02951380090232232,0.5662659567971159,False,0.6571062227300865,False
FOXD4L1,380,0.02930912136493882,0.5689625451227296,False,0.6597408388389404,False
HOXA11,380,0.029263145406266584,0.5695691031458886,False,0.6599498290941882,False
RFX6,380,-0.029159438571810557,0.5709384285220296,False,0.6609968675392849,False
BATF,380,0.029130050264274204,0.571326749849847,False,0.6609968675392849,False
CREB3,380,0.029052760981717166,0.572348605974488,False,0.6616845721049346,False
ZNF560,380,0.029005836750416725,0.5729694215886825,False,0.6619079586711049,False
FOXA2,380,-0.028893349768761734,0.5744589380558203,False,0.6631338076885979,False
ZNF283,380,-0.028504872505701398,0.5796170167628772,False,0.6685895245521118,False
HOXB1,380,-0.028215010206106086,0.5834797595326943,False,0.6725440564084965,False
TBX21,380,-0.02809117615083892,0.5851336230449405,False,0.673820727622364,False
DPRX,380,-0.028066912341525144,0.5854579319457878,False,0.673820727622364,False
ZBTB44,380,0.027787824081476523,0.589194175719196,False,0.6776170757899816,False
POU2F3,380,-0.027537326852252363,0.5925569630028762,False,0.68097860336188,False
ASCL4,380,0.027421192684261672,0.5941189689068276,False,0.682267183878167,False
IRX4,380,0.027365427868794426,0.5948696722315125,False,0.6823099765560282,False
FOXR1,380,-0.027352945360735827,0.5950377702523502,False,0.6823099765560282,False
TFAP2E,380,0.026752109836149687,0.6031544409737353,False,0.6911051625665006,False
TGIF2LX,380,0.02653181812849149,0.6061427343466659,False,0.6940154976099399,False
