id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	B|B	B|Endo	B|Macro	B|Peri	B|TCD8	Endo|B	Endo|Endo	Endo|Macro	Endo|Peri	Endo|TCD8	Macro|B	Macro|Endo	Macro|Macro	Macro|Peri	Macro|TCD8	Peri|B	Peri|Endo	Peri|Macro	Peri|Peri	Peri|TCD8	TCD8|B	TCD8|Endo	TCD8|Macro	TCD8|Peri	TCD8|TCD8
CPI-SS085C6A191	SELPLG_SELE	simple:Q14242	simple:P16581	SELPLG	SELE	False	True	False	curated	False	Ligand-Receptor	Signaling by Selectin	0.0	0.149	0.0	0.004	0.0	0.0	0.149	0.0	0.004	0.0	0.0	0.262	0.0	0.116	0.0	0.0	0.146	0.0	0.001	0.0	0.0	0.276	0.0	0.131	0.0
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	Ligand-Receptor		0.0	0.381	0.0	0.236	0.0	0.0	0.203	0.0	0.058	0.0	0.0	0.744	0.0	0.598	0.0	0.0	0.563	0.0	0.418	0.0	0.0	0.557	0.0	0.412	0.0
CPI-SS0AC66088D	CEACAM5_CD1D	simple:P06731	simple:P15813	CEACAM5	CD1D	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.052	0.034	0.056	0.014	0.014	0.068	0.05	0.072	0.029	0.03	0.058	0.04	0.062	0.02	0.02	0.064	0.046	0.068	0.025	0.026	0.057	0.039	0.06	0.018	0.019
CPI-SS04B37190C	CEACAM5_CD8A	simple:P06731	simple:P01732	CEACAM5	CD8A	True	False	True	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.019	0.014	0.023	0.015	0.736	0.034	0.03	0.039	0.031	0.752	0.024	0.02	0.029	0.021	0.742	0.03	0.026	0.035	0.027	0.748	0.023	0.019	0.028	0.02	0.74
CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	CEACAM5	CEACAM1	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by CEAM	0.03	0.053	0.02	0.022	0.03	0.045	0.069	0.036	0.037	0.046	0.036	0.059	0.026	0.027	0.036	0.041	0.065	0.032	0.033	0.042	0.034	0.058	0.025	0.026	0.034
CPI-SC04FA882F7	COL10A1_integrin_a1b1_complex	simple:Q03692	complex:integrin_a1b1_complex	COL10A1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.682	0.15	0.004	0.299	0.005	0.683	0.15	0.0	0.0	0.0	0.0	0.0	0.003	0.299	0.005	0.683	0.15	0.003	0.299	0.005	0.682	0.15
CPI-SC0E53A238E	COL11A1_integrin_a1b1_complex	simple:P12107	complex:integrin_a1b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.683	0.15	0.004	0.299	0.005	0.683	0.15	0.0	0.0	0.0	0.0	0.0	0.006	0.301	0.007	0.685	0.152	0.0	0.0	0.0	0.0	0.0
CPI-SC071163509	COL11A2_integrin_a1b1_complex	simple:P13942	complex:integrin_a1b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.005	0.301	0.007	0.685	0.152	0.003	0.299	0.005	0.682	0.15	0.006	0.302	0.008	0.685	0.153	0.003	0.299	0.005	0.682	0.15
CPI-SC0E83A4B71	COL12A1_integrin_a1b1_complex	simple:Q99715	complex:integrin_a1b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.104	0.399	0.105	0.783	0.25	0.004	0.3	0.006	0.683	0.151	0.278	0.574	0.28	0.957	0.425	0.0	0.0	0.0	0.0	0.0
CPI-SC0FCF853DB	COL13A1_integrin_a1b1_complex	simple:Q5TAT6	complex:integrin_a1b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.064	0.36	0.066	0.743	0.211	0.003	0.299	0.005	0.682	0.15	0.008	0.304	0.01	0.687	0.155	0.0	0.0	0.0	0.0	0.0
CPI-SC0AB5FBF10	COL14A1_integrin_a1b1_complex	simple:Q05707	complex:integrin_a1b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.018	0.314	0.02	0.697	0.165	0.0	0.0	0.0	0.0	0.0	0.399	0.695	0.401	1.078	0.546	0.0	0.0	0.0	0.0	0.0
CPI-SC027893337	COL15A1_integrin_a1b1_complex	simple:P39059	complex:integrin_a1b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.682	0.15	0.712	1.007	0.713	1.391	0.858	0.008	0.303	0.009	0.687	0.154	0.226	0.522	0.228	0.906	0.373	0.005	0.3	0.006	0.684	0.151
CPI-SC06AD39F88	COL16A1_integrin_a1b1_complex	simple:Q07092	complex:integrin_a1b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.007	0.303	0.009	0.686	0.154	0.005	0.301	0.007	0.685	0.152	0.02	0.316	0.022	0.699	0.167	0.004	0.3	0.006	0.683	0.151
CPI-SC0C841033A	COL17A1_integrin_a1b1_complex	simple:Q9UMD9	complex:integrin_a1b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.299	0.005	0.683	0.15	0.013	0.309	0.015	0.692	0.16	0.004	0.299	0.005	0.683	0.15	0.006	0.301	0.007	0.685	0.152	0.006	0.302	0.008	0.685	0.153
CPI-SC0C739EDCE	COL18A1_integrin_a1b1_complex	simple:P39060	complex:integrin_a1b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.301	0.007	0.684	0.152	0.446	0.741	0.447	1.125	0.592	0.01	0.306	0.012	0.689	0.157	1.076	1.371	1.077	1.755	1.222	0.016	0.311	0.017	0.695	0.162
CPI-SC079D293A2	COL19A1_integrin_a1b1_complex	simple:Q14993	complex:integrin_a1b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.025	0.321	0.027	0.705	0.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08DBCCFF0	COL1A1_integrin_a1b1_complex	simple:P02452	complex:integrin_a1b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.303	0.009	0.687	0.154	0.086	0.381	0.087	0.765	0.232	0.009	0.305	0.011	0.689	0.156	1.221	1.516	1.222	1.9	1.367	0.009	0.305	0.011	0.689	0.156
CPI-SC09DB9D20A	COL1A2_integrin_a1b1_complex	simple:P08123	complex:integrin_a1b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.302	0.008	0.686	0.153	0.101	0.397	0.103	0.78	0.248	0.012	0.307	0.013	0.691	0.158	1.296	1.591	1.297	1.975	1.442	0.006	0.302	0.008	0.685	0.153
CPI-SC065DB6486	COL21A1_integrin_a1b1_complex	simple:Q96P44	complex:integrin_a1b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.017	0.313	0.019	0.696	0.164	0.0	0.0	0.0	0.0	0.0	0.021	0.317	0.023	0.7	0.168	0.0	0.0	0.0	0.0	0.0
CPI-SC0713C9654	COL22A1_integrin_a1b1_complex	simple:Q8NFW1	complex:integrin_a1b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.008	0.303	0.009	0.687	0.154	0.008	0.303	0.009	0.687	0.154	0.004	0.299	0.005	0.683	0.15	0.0	0.0	0.0	0.0	0.0
CPI-SC073A7317A	COL24A1_integrin_a1b1_complex	simple:Q17RW2	complex:integrin_a1b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.3	0.006	0.684	0.151	0.008	0.303	0.009	0.687	0.154	0.0	0.0	0.0	0.0	0.0
CPI-SC01E6BE079	COL26A1_integrin_a1b1_complex	simple:Q96A83	complex:integrin_a1b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.3	0.006	0.684	0.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC050F64BB5	COL27A1_integrin_a1b1_complex	simple:Q8IZC6	complex:integrin_a1b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.683	0.15	0.038	0.334	0.04	0.718	0.185	0.005	0.301	0.007	0.685	0.152	0.039	0.335	0.041	0.718	0.186	0.0	0.0	0.0	0.0	0.0
CPI-SC01C274A51	COL28A1_integrin_a1b1_complex	simple:Q2UY09	complex:integrin_a1b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.299	0.005	0.682	0.15	0.003	0.299	0.005	0.682	0.15	0.003	0.299	0.005	0.682	0.15
CPI-SC0EA8ABCFD	COL2A1_integrin_a1b1_complex	simple:P02458	complex:integrin_a1b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.682	0.15	0.0	0.0	0.0	0.0	0.0	0.003	0.299	0.005	0.682	0.15	0.004	0.3	0.006	0.683	0.151	0.0	0.0	0.0	0.0	0.0
CPI-SC00367777A	COL3A1_integrin_a1b1_complex	simple:P02461	complex:integrin_a1b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.302	0.008	0.685	0.153	0.11	0.405	0.111	0.789	0.256	0.012	0.308	0.014	0.691	0.159	1.264	1.56	1.266	1.944	1.411	0.006	0.302	0.008	0.686	0.153
CPI-SC0744E13CB	COL4A1_integrin_a1b1_complex	simple:P02462	complex:integrin_a1b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.865	1.161	0.867	1.544	1.012	0.007	0.302	0.008	0.686	0.153	1.124	1.42	1.126	1.804	1.271	0.006	0.302	0.008	0.685	0.153
CPI-SC03F728659	COL4A2_integrin_a1b1_complex	simple:P08572	complex:integrin_a1b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.683	0.15	0.789	1.084	0.79	1.468	0.935	0.007	0.303	0.009	0.687	0.154	1.098	1.393	1.099	1.777	1.244	0.003	0.299	0.005	0.683	0.15
CPI-SC0886D58EF	COL4A3_integrin_a1b1_complex	simple:Q01955	complex:integrin_a1b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.015	0.31	0.016	0.694	0.161	0.004	0.299	0.005	0.683	0.15	0.003	0.299	0.005	0.682	0.15	0.006	0.302	0.008	0.685	0.153	0.0	0.0	0.0	0.0	0.0
CPI-SC04ABF0023	COL4A4_integrin_a1b1_complex	simple:P53420	complex:integrin_a1b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.017	0.313	0.019	0.697	0.164	0.01	0.305	0.011	0.689	0.156	0.004	0.299	0.005	0.683	0.15	0.012	0.307	0.013	0.691	0.158	0.003	0.299	0.005	0.682	0.15
CPI-SC042B580A3	COL4A5_integrin_a1b1_complex	simple:P29400	complex:integrin_a1b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.016	0.311	0.017	0.695	0.162	0.0	0.0	0.0	0.0	0.0	0.014	0.309	0.015	0.693	0.16	0.0	0.0	0.0	0.0	0.0
CPI-SC0C8B6ACF5	COL4A6_integrin_a1b1_complex	simple:Q14031	complex:integrin_a1b1_complex	COL4A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.299	0.005	0.682	0.15	0.0	0.0	0.0	0.0	0.0
CPI-SC0592501EA	COL5A1_integrin_a1b1_complex	simple:P20908	complex:integrin_a1b1_complex	COL5A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.301	0.007	0.684	0.152	0.061	0.356	0.062	0.74	0.207	0.004	0.3	0.006	0.683	0.151	0.408	0.703	0.409	1.087	0.554	0.006	0.302	0.008	0.685	0.153
CPI-SC037A0554C	COL5A2_integrin_a1b1_complex	simple:P05997	complex:integrin_a1b1_complex	COL5A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.682	0.15	0.095	0.39	0.096	0.774	0.241	0.006	0.301	0.007	0.685	0.152	0.632	0.927	0.633	1.311	0.778	0.0	0.0	0.0	0.0	0.0
CPI-SC00EAD4C47	COL5A3_integrin_a1b1_complex	simple:P25940	complex:integrin_a1b1_complex	COL5A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.682	0.15	0.027	0.323	0.029	0.706	0.174	0.004	0.3	0.006	0.684	0.151	0.332	0.628	0.334	1.011	0.479	0.009	0.304	0.01	0.688	0.155
CPI-SC0549A759B	COL6A1_integrin_a1b1_complex	simple:P12109	complex:integrin_a1b1_complex	COL6A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.683	0.15	0.157	0.453	0.159	0.836	0.304	0.049	0.344	0.05	0.728	0.195	0.806	1.101	0.807	1.485	0.952	0.004	0.3	0.006	0.684	0.151
CPI-SC0F9FB6DCB	COL6A2_integrin_a1b1_complex	simple:P12110	complex:integrin_a1b1_complex	COL6A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.301	0.007	0.684	0.152	0.326	0.622	0.328	1.005	0.473	0.034	0.329	0.035	0.713	0.18	1.106	1.402	1.108	1.785	1.253	0.009	0.305	0.011	0.688	0.156
CPI-SC0ECDD1074	COL6A3_integrin_a1b1_complex	simple:P12111	complex:integrin_a1b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.301	0.007	0.685	0.152	0.045	0.341	0.047	0.724	0.192	0.008	0.303	0.009	0.687	0.154	0.526	0.821	0.527	1.205	0.672	0.015	0.31	0.016	0.694	0.161
CPI-SC0D3870098	COL6A6_integrin_a1b1_complex	simple:A6NMZ7	complex:integrin_a1b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.003	0.299	0.005	0.682	0.15	0.0	0.0	0.0	0.0	0.0	0.003	0.299	0.005	0.682	0.15	0.0	0.0	0.0	0.0	0.0
CPI-SC0E509A5C6	COL7A1_integrin_a1b1_complex	simple:Q02388	complex:integrin_a1b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.299	0.005	0.683	0.15	0.005	0.301	0.007	0.684	0.152	0.005	0.3	0.006	0.684	0.151	0.025	0.32	0.026	0.704	0.171	0.003	0.299	0.005	0.683	0.15
CPI-SC03760D980	COL8A1_integrin_a1b1_complex	simple:P27658	complex:integrin_a1b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.3	0.006	0.683	0.151	0.016	0.312	0.018	0.696	0.163	0.004	0.299	0.005	0.683	0.15	0.016	0.312	0.018	0.695	0.163	0.003	0.299	0.005	0.682	0.15
CPI-SC0453131F6	COL8A2_integrin_a1b1_complex	simple:P25067	complex:integrin_a1b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.299	0.005	0.682	0.15	0.004	0.3	0.006	0.683	0.151	0.021	0.316	0.022	0.7	0.167	0.005	0.301	0.007	0.684	0.152	0.0	0.0	0.0	0.0	0.0
CPI-SC070BECDC9	COL9A1_integrin_a1b1_complex	simple:P20849	complex:integrin_a1b1_complex	COL9A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.005	0.301	0.007	0.684	0.152	0.003	0.299	0.005	0.682	0.15	0.062	0.357	0.063	0.741	0.208	0.0	0.0	0.0	0.0	0.0
CPI-SC0270AA5D9	COL9A2_integrin_a1b1_complex	simple:Q14055	complex:integrin_a1b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.014	0.31	0.016	0.693	0.161	0.004	0.299	0.005	0.683	0.15	0.008	0.304	0.01	0.688	0.155	0.005	0.3	0.006	0.684	0.151	0.018	0.313	0.019	0.697	0.164
CPI-SC0DC74CBE5	COL9A3_integrin_a1b1_complex	simple:Q14050	complex:integrin_a1b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.029	0.325	0.031	0.708	0.176	0.014	0.31	0.016	0.693	0.161	0.006	0.301	0.007	0.685	0.152	0.004	0.299	0.005	0.683	0.15	0.005	0.3	0.006	0.684	0.151
CPI-SC03AF43F8B	SEMA7A_integrin_a1b1_complex	simple:O75326	complex:integrin_a1b1_complex	SEMA7A		False	False	False	curated	True	Ligand-Receptor	Signaling by Semaphorin	0.034	0.33	0.036	0.713	0.181	0.019	0.314	0.02	0.698	0.165	0.008	0.304	0.01	0.688	0.155	0.006	0.302	0.008	0.685	0.153	0.015	0.311	0.017	0.694	0.162
CPI-SC0B4F620A6	COL10A1_integrin_a10b1_complex	simple:Q03692	complex:integrin_a10b1_complex	COL10A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.052	0.001	0.008	0.005	0.004	0.053	0.001	0.009	0.005	0.0	0.0	0.0	0.0	0.0	0.003	0.052	0.001	0.009	0.005	0.003	0.052	0.001	0.008	0.005
CPI-SC0B991F6B1	COL11A1_integrin_a10b1_complex	simple:P12107	complex:integrin_a10b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.052	0.001	0.009	0.005	0.004	0.053	0.002	0.009	0.005	0.0	0.0	0.0	0.0	0.0	0.005	0.055	0.003	0.011	0.007	0.0	0.0	0.0	0.0	0.0
CPI-SC034D4CF73	COL11A2_integrin_a10b1_complex	simple:P13942	complex:integrin_a10b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.005	0.054	0.003	0.011	0.007	0.003	0.052	0.001	0.008	0.005	0.006	0.055	0.004	0.011	0.007	0.003	0.052	0.001	0.009	0.005
CPI-SC0EC720659	COL12A1_integrin_a10b1_complex	simple:Q99715	complex:integrin_a10b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.104	0.153	0.102	0.109	0.105	0.004	0.053	0.002	0.009	0.005	0.278	0.327	0.276	0.283	0.279	0.0	0.0	0.0	0.0	0.0
CPI-SC0A18569E5	COL13A1_integrin_a10b1_complex	simple:Q5TAT6	complex:integrin_a10b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.064	0.113	0.062	0.07	0.066	0.003	0.052	0.001	0.008	0.005	0.008	0.057	0.006	0.013	0.01	0.0	0.0	0.0	0.0	0.0
CPI-SC0B6D93CD4	COL14A1_integrin_a10b1_complex	simple:Q05707	complex:integrin_a10b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.018	0.067	0.016	0.023	0.02	0.0	0.0	0.0	0.0	0.0	0.399	0.448	0.397	0.404	0.401	0.0	0.0	0.0	0.0	0.0
CPI-SC01BE5E1F7	COL15A1_integrin_a10b1_complex	simple:P39059	complex:integrin_a10b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.052	0.001	0.008	0.005	0.712	0.761	0.71	0.717	0.713	0.008	0.057	0.005	0.013	0.009	0.226	0.275	0.224	0.232	0.228	0.004	0.054	0.002	0.01	0.006
CPI-SC027EF0F68	COL16A1_integrin_a10b1_complex	simple:Q07092	complex:integrin_a10b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.007	0.056	0.005	0.012	0.008	0.005	0.054	0.003	0.011	0.007	0.02	0.069	0.018	0.025	0.022	0.004	0.053	0.002	0.009	0.005
CPI-SC00942962B	COL17A1_integrin_a10b1_complex	simple:Q9UMD9	complex:integrin_a10b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.053	0.002	0.009	0.005	0.013	0.062	0.011	0.018	0.014	0.004	0.053	0.001	0.009	0.005	0.005	0.055	0.003	0.011	0.007	0.006	0.055	0.004	0.011	0.007
CPI-SC039737584	COL18A1_integrin_a10b1_complex	simple:P39060	complex:integrin_a10b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.054	0.003	0.011	0.007	0.446	0.495	0.444	0.451	0.447	0.01	0.059	0.008	0.016	0.012	1.076	1.125	1.073	1.081	1.077	0.016	0.065	0.014	0.021	0.017
CPI-SC0423059DF	COL19A1_integrin_a10b1_complex	simple:Q14993	complex:integrin_a10b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.025	0.074	0.023	0.031	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC028882919	COL1A1_integrin_a10b1_complex	simple:P02452	complex:integrin_a10b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.057	0.005	0.013	0.009	0.086	0.135	0.084	0.091	0.087	0.009	0.059	0.007	0.015	0.011	1.221	1.27	1.219	1.226	1.222	0.009	0.058	0.007	0.015	0.011
CPI-SC07707E049	COL1A2_integrin_a10b1_complex	simple:P08123	complex:integrin_a10b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.056	0.005	0.012	0.008	0.101	0.15	0.099	0.106	0.102	0.012	0.061	0.01	0.017	0.013	1.296	1.345	1.294	1.301	1.297	0.006	0.055	0.004	0.011	0.008
CPI-SC076898564	COL21A1_integrin_a10b1_complex	simple:Q96P44	complex:integrin_a10b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.017	0.066	0.015	0.022	0.018	0.0	0.0	0.0	0.0	0.0	0.021	0.07	0.019	0.027	0.023	0.0	0.0	0.0	0.0	0.0
CPI-SC0AA500B63	COL22A1_integrin_a10b1_complex	simple:Q8NFW1	complex:integrin_a10b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.008	0.057	0.006	0.013	0.009	0.008	0.057	0.005	0.013	0.009	0.004	0.053	0.001	0.009	0.005	0.0	0.0	0.0	0.0	0.0
CPI-SC09E4E673B	COL24A1_integrin_a10b1_complex	simple:Q17RW2	complex:integrin_a10b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.054	0.002	0.01	0.006	0.008	0.057	0.006	0.013	0.009	0.0	0.0	0.0	0.0	0.0
CPI-SC008D5E4B2	COL26A1_integrin_a10b1_complex	simple:Q96A83	complex:integrin_a10b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.054	0.003	0.01	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC090152EEE	COL27A1_integrin_a10b1_complex	simple:Q8IZC6	complex:integrin_a10b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.052	0.001	0.009	0.005	0.038	0.088	0.036	0.044	0.04	0.005	0.054	0.003	0.011	0.007	0.039	0.088	0.037	0.044	0.04	0.0	0.0	0.0	0.0	0.0
CPI-SC0E9AA9087	COL28A1_integrin_a10b1_complex	simple:Q2UY09	complex:integrin_a10b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.052	0.001	0.008	0.004	0.003	0.052	0.001	0.008	0.004	0.003	0.052	0.001	0.009	0.005
CPI-SC0AA90A03B	COL2A1_integrin_a10b1_complex	simple:P02458	complex:integrin_a10b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.052	0.001	0.008	0.005	0.0	0.0	0.0	0.0	0.0	0.003	0.052	0.001	0.008	0.004	0.004	0.053	0.002	0.01	0.006	0.0	0.0	0.0	0.0	0.0
CPI-SC0A7864078	COL3A1_integrin_a10b1_complex	simple:P02461	complex:integrin_a10b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.006	0.055	0.004	0.011	0.008	0.11	0.159	0.108	0.115	0.111	0.012	0.061	0.01	0.017	0.013	1.264	1.313	1.262	1.27	1.266	0.006	0.055	0.004	0.012	0.008
CPI-SC0756B421F	COL4A1_integrin_a10b1_complex	simple:P02462	complex:integrin_a10b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.865	0.914	0.863	0.87	0.866	0.007	0.056	0.005	0.012	0.008	1.124	1.173	1.122	1.13	1.126	0.006	0.055	0.004	0.011	0.008
CPI-SC0096917A2	COL4A2_integrin_a10b1_complex	simple:P08572	complex:integrin_a10b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.052	0.001	0.009	0.005	0.789	0.838	0.787	0.794	0.79	0.007	0.056	0.005	0.013	0.009	1.098	1.147	1.096	1.103	1.099	0.003	0.052	0.001	0.009	0.005
