id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	B|B	B|Endo	B|Macro	B|Peri	B|TCD8	Endo|B	Endo|Endo	Endo|Macro	Endo|Peri	Endo|TCD8	Macro|B	Macro|Endo	Macro|Macro	Macro|Peri	Macro|TCD8	Peri|B	Peri|Endo	Peri|Macro	Peri|Peri	Peri|TCD8	TCD8|B	TCD8|Endo	TCD8|Macro	TCD8|Peri	TCD8|TCD8
CPI-SS030BB46BB	ANXA1_FPR2	simple:P04083	simple:P25090	ANXA1	FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	0.012	0.013	0.04	0.015	0.014	0.591	0.592	0.618	0.594	0.593	0.625	0.626	0.652	0.628	0.627	0.409	0.41	0.437	0.412	0.411	0.486	0.487	0.514	0.489	0.488
CPI-SS05B2931D3	CCL23_FPR2	simple:P55773	simple:P25090	CCL23	FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.031	0.032	0.059	0.034	0.033	0.029	0.031	0.057	0.032	0.032	0.0	0.0	0.0	0.0	0.0	0.004	0.005	0.032	0.007	0.006
CPI-SS057DF25C1	MT-RNR2_FPR2	simple:Q8IVG9	simple:P25090	MT-RNR2	FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Humanin	2.015	2.016	2.043	2.018	2.017	2.232	2.234	2.26	2.235	2.235	2.018	2.019	2.045	2.021	2.02	2.288	2.289	2.316	2.291	2.29	1.92	1.921	1.947	1.923	1.922
CPI-CS0C94B5884	LipoxinA4_byALOX12_FPR2	complex:LipoxinA4_byALOX12	simple:P25090		FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.029	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0FC36F030	LipoxinA4_byALOX5_FPR2	complex:LipoxinA4_byALOX5	simple:P25090		FPR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.003	0.005	0.031	0.006	0.006	0.007	0.008	0.035	0.01	0.009	0.078	0.079	0.106	0.081	0.08	0.002	0.004	0.03	0.005	0.004	0.005	0.007	0.033	0.008	0.008
CPI-SS05F45873A	SAA1_FPR2	simple:P0DJI8	simple:P25090	SAA1	FPR2	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.029	0.004	0.003	0.01	0.011	0.038	0.013	0.012	0.001	0.003	0.029	0.004	0.004	0.003	0.005	0.031	0.006	0.006
CPI-SS0CB6F5575	APP_PLXNA4	simple:P05067	simple:Q9HCM2	APP	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.0	0.037	0.0	0.034	0.036	0.0	0.783	0.0	0.78	0.782	0.0	0.147	0.0	0.144	0.146	0.0	0.451	0.0	0.447	0.449	0.0	0.024	0.0	0.02	0.022
CPI-SS0DF830287	APLP2_PLXNA4	simple:Q06481	simple:Q9HCM2	APLP2	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	0.0	0.081	0.0	0.077	0.079	0.0	0.501	0.0	0.498	0.5	0.0	0.553	0.0	0.549	0.551	0.0	0.257	0.0	0.253	0.255	0.0	0.067	0.0	0.063	0.065
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.118	0.039	0.128	0.039	0.071	0.864	0.785	0.874	0.785	0.817	0.228	0.149	0.238	0.148	0.181	0.531	0.453	0.542	0.452	0.484	0.104	0.026	0.115	0.025	0.057
CPI-SS097A84265	APP_TNFRSF21	simple:P05067	simple:O75509	APP	TNFRSF21	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.039	0.053	0.174	0.103	0.036	0.785	0.799	0.92	0.849	0.782	0.149	0.163	0.284	0.213	0.146	0.452	0.467	0.588	0.516	0.45	0.025	0.039	0.16	0.089	0.023
CPI-SS012E7C8B8	PI16_TNFRSF21	simple:Q6UXB8	simple:O75509	PI16	TNFRSF21	True	False	True	curated	False	Ligand-Receptor		0.007	0.022	0.143	0.071	0.005	0.017	0.031	0.152	0.081	0.014	0.006	0.02	0.141	0.07	0.003	0.007	0.021	0.142	0.071	0.004	0.0	0.0	0.0	0.0	0.0
CPI-SC0E89A4EF0	APP_TREM2_receptor	simple:P05067	complex:TREM2_receptor	APP		False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.034	0.035	0.407	0.034	0.035	0.78	0.781	1.153	0.78	0.78	0.144	0.145	0.517	0.144	0.144	0.448	0.449	0.82	0.447	0.448	0.021	0.021	0.393	0.02	0.021
CPI-SC0FE3CE9D1	APOA1_TREM2_receptor	simple:P02647	complex:TREM2_receptor	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.002	0.002	0.374	0.001	0.002	0.006	0.007	0.379	0.006	0.006	0.003	0.004	0.376	0.003	0.004	0.004	0.005	0.377	0.004	0.004	0.008	0.008	0.38	0.007	0.008
CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.008	0.009	0.38	0.007	0.008	0.031	0.032	0.404	0.031	0.031	1.244	1.244	1.616	1.243	1.244	0.243	0.244	0.616	0.243	0.243	0.022	0.023	0.395	0.022	0.022
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	Ligand-Receptor		0.001	0.002	0.374	0.001	0.001	0.338	0.339	0.711	0.338	0.338	0.01	0.01	0.382	0.009	0.01	0.01	0.011	0.382	0.01	0.01	0.011	0.011	0.383	0.01	0.011
CPI-SS0CBCF26F8	APLP2_PIGR	simple:Q06481	simple:P01833	APLP2	PIGR	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	0.137	0.153	0.131	0.139	0.143	0.558	0.574	0.552	0.559	0.563	0.609	0.626	0.603	0.611	0.615	0.313	0.33	0.308	0.315	0.319	0.123	0.139	0.117	0.124	0.129
CPI-CS012A5546C	Desoxycorticosterone_byCYP21A2_NR3C2	complex:Desoxycorticosterone_byCYP21A2	simple:P08235		NR3C2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.004	0.015	0.003	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.006	0.017	0.005	0.009	0.007	0.0	0.0	0.0	0.0	0.0
CPI-CS0EC7F7C75	Dihydrotestosterone_bySRD5A1_AR	complex:Dihydrotestosterone_bySRD5A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.03	0.015	0.033	0.0	0.0	0.032	0.016	0.035	0.0	0.0	0.041	0.025	0.043	0.0	0.0	0.044	0.029	0.047	0.0	0.0	0.028	0.013	0.031	0.0
CPI-CS0D228AF4D	Dihydrotestosterone_bySRD5A2_AR	complex:Dihydrotestosterone_bySRD5A2	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.017	0.001	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.024	0.009	0.027	0.0	0.0	0.095	0.079	0.098	0.0	0.0	0.125	0.11	0.128	0.0	0.0	0.1	0.085	0.103	0.0	0.0	0.031	0.015	0.034	0.0
CPI-CS0D5502736	Androstenedione_byCYP17A1_AR	complex:Androstenedione_byCYP17A1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.017	0.001	0.019	0.0	0.0	0.017	0.001	0.019	0.0	0.0	0.017	0.001	0.02	0.0	0.0	0.016	0.001	0.019	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0BE6576AD	Testosterone_byHSD17B12_AR	complex:Testosterone_byHSD17B12	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.088	0.072	0.091	0.0	0.0	0.301	0.286	0.304	0.0	0.0	0.192	0.176	0.195	0.0	0.0	0.162	0.146	0.165	0.0	0.0	0.057	0.041	0.06	0.0
CPI-CS0E165D03D	Testosterone_byHSD17B3_AR	complex:Testosterone_byHSD17B3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.001	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0787D04B3	Testosterone_byAKR1D1_AR	complex:Testosterone_byAKR1D1	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.001	0.019	0.0	0.0	0.016	0.001	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.001	0.02	0.0
CPI-CS019C00E02	Androsterone_byHSD17B6_NR1H4	complex:Androsterone_byHSD17B6	simple:Q96RI1		NR1H4	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.003	0.004	0.0	0.022	0.0	0.002	0.003	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.022	0.0	0.003	0.004	0.0	0.022	0.0
CPI-CS08D535BCF	22Hydroxycholesterol_byCYP11A1_NR1H4	complex:22Hydroxycholesterol_byCYP11A1	simple:Q96RI1		NR1H4	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.022	0.0	0.002	0.003	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS01DAEDE79	Calcitriol_byCYP27B1_VDR	complex:Calcitriol_byCYP27B1	simple:P11473		VDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.004	0.004	0.032	0.006	0.022	0.006	0.006	0.034	0.008	0.024	0.017	0.016	0.045	0.018	0.034	0.004	0.004	0.032	0.006	0.022	0.004	0.003	0.032	0.005	0.021
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.014	0.006	0.002	0.008	0.006	0.019	0.011	0.007	0.003	0.001	0.014	0.006	0.002	0.0	0.0	0.0	0.0	0.0
CPI-CS09B8977D7	Dehydroepiandrosterone_bySTS_ESR1	complex:Dehydroepiandrosterone_bySTS	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.006	0.004	0.017	0.009	0.005	0.014	0.012	0.024	0.016	0.012	0.087	0.085	0.098	0.09	0.086	0.008	0.006	0.019	0.011	0.007	0.052	0.05	0.063	0.055	0.051
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.006	0.004	0.017	0.009	0.005	0.008	0.006	0.019	0.011	0.007	0.005	0.004	0.016	0.008	0.004	0.01	0.008	0.021	0.013	0.009	0.006	0.004	0.017	0.009	0.005
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.016	0.004	0.002	0.003	0.004	0.021	0.009	0.007	0.008	0.008	0.015	0.004	0.002	0.003	0.003	0.0	0.0	0.0	0.0	0.0
CPI-CS0A04F7238	Estradiol_byHSD17B1_ESR2	complex:Estradiol_byHSD17B1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.018	0.007	0.005	0.006	0.006	0.02	0.009	0.006	0.008	0.008	0.018	0.006	0.004	0.005	0.006	0.022	0.011	0.008	0.01	0.01	0.018	0.007	0.004	0.006	0.006
CPI-CS0DAC88EFA	Estradiol_byCYP19A1_GPER1	complex:Estradiol_byCYP19A1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.002	0.003	0.0	0.0	0.016	0.007	0.007	0.0	0.0	0.011	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0B08AEA2D	Estradiol_byHSD17B1_GPER1	complex:Estradiol_byHSD17B1	simple:Q99527		GPER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.0	0.014	0.005	0.005	0.0	0.0	0.016	0.007	0.007	0.0	0.0	0.013	0.004	0.004	0.0	0.0	0.017	0.008	0.009	0.0	0.0	0.014	0.004	0.005	0.0
CPI-CS0669F64A4	Estradiol_byCYP19A1_NR1I2	complex:Estradiol_byCYP19A1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.002	0.001	0.0	0.006	0.006	0.007	0.006	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.0	0.0	0.0
CPI-CS05760BB78	Dehydroepiandrosterone_bySTS_NR1I2	complex:Dehydroepiandrosterone_bySTS	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.0	0.004	0.004	0.005	0.004	0.0	0.011	0.012	0.012	0.011	0.0	0.084	0.085	0.086	0.084	0.0	0.005	0.006	0.007	0.006	0.0	0.05	0.05	0.051	0.05
CPI-CS0EF401B5F	Estradiol_byHSD17B1_NR1I2	complex:Estradiol_byHSD17B1	simple:O75469		NR1I2	True	False	True	curated	False	Ligand-Receptor	Signaling by Estradiol	0.0	0.004	0.004	0.005	0.004	0.0	0.006	0.006	0.007	0.006	0.0	0.003	0.004	0.004	0.003	0.0	0.007	0.008	0.009	0.007	0.0	0.004	0.004	0.005	0.004
CPI-SS0DE9B07A8	ANGPT1_TEK	simple:Q15389	simple:Q02763	ANGPT1	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	0.0	0.0	0.0	0.0	0.0	0.0	0.247	0.008	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357	0.118	0.119	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	0.0	0.256	0.016	0.017	0.0	0.0	0.478	0.238	0.24	0.0	0.0	0.242	0.003	0.004	0.0	0.0	0.699	0.459	0.46	0.0	0.0	0.255	0.016	0.017	0.0
CPI-SS0D89F86A7	ANGPT4_TEK	simple:Q9Y264	simple:Q02763	ANGPT4	TEK	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiopoietin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.241	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.029	0.0	0.0	0.006	0.0	0.031	0.0	0.0	0.041	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ANXA1	FPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	0.012	0.012	0.183	0.012	0.013	0.591	0.591	0.762	0.591	0.592	0.625	0.625	0.796	0.625	0.626	0.409	0.409	0.58	0.409	0.41	0.486	0.486	0.657	0.486	0.487
CPI-SS0C1332E73	CTSG_FPR1	simple:P08311	simple:P21462	CTSG	FPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Cathepsin	0.002	0.002	0.173	0.002	0.003	0.001	0.001	0.172	0.001	0.002	0.001	0.001	0.172	0.001	0.002	0.001	0.001	0.172	0.001	0.002	0.001	0.001	0.172	0.001	0.002
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ANXA1	FPR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	0.0	0.012	0.516	0.012	0.013	0.0	0.591	1.095	0.591	0.592	0.0	0.625	1.129	0.625	0.626	0.0	0.41	0.913	0.409	0.41	0.0	0.486	0.99	0.486	0.487
CPI-SS00EFAD0D5	MT-RNR2_FPR3	simple:Q8IVG9	simple:P25089	MT-RNR2	FPR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Humanin	0.0	2.015	2.519	2.015	2.016	0.0	2.233	2.736	2.232	2.233	0.0	2.018	2.522	2.018	2.019	0.0	2.288	2.792	2.288	2.289	0.0	1.92	2.424	1.92	1.921
CPI-SS0EEECE1C4	HEBP1_FPR3	simple:Q9NRV9	simple:P25089	HEBP1	FPR3	False	False	True	curated	False	Ligand-Receptor		0.0	0.015	0.519	0.015	0.016	0.0	0.182	0.686	0.182	0.183	0.0	0.147	0.651	0.147	0.148	0.0	0.127	0.631	0.127	0.128	0.0	0.024	0.527	0.024	0.025
CPI-SS086CB298F	APLN_APLNR	simple:Q9ULZ1	simple:P35414	APLN	APLNR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apelin	0.0	0.0	0.0	0.0	0.0	0.0	0.526	0.107	0.133	0.0	0.0	0.42	0.001	0.027	0.0	0.0	0.42	0.002	0.027	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.013	0.041	0.314	0.057	0.007	0.018	0.046	0.319	0.062	0.012	0.015	0.043	0.316	0.059	0.009	0.016	0.044	0.317	0.06	0.01	0.019	0.047	0.32	0.063	0.013
CPI-SC06DAC3119	APOA1_CUBN_AMN_complex	simple:P02647	complex:CUBN_AMN_complex	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.002	0.011	0.002	0.005	0.005	0.006	0.016	0.006	0.009	0.01	0.003	0.013	0.003	0.007	0.007	0.004	0.014	0.004	0.007	0.008	0.008	0.017	0.008	0.011	0.011
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.0	0.0	0.0	0.0	0.0	0.011	0.01	0.0	0.014	0.0	0.017	0.016	0.0	0.019	0.0	0.012	0.011	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.017	0.015	0.0	0.019	0.0	0.038	0.036	0.0	0.04	0.0	0.056	0.055	0.0	0.059	0.0	0.017	0.015	0.0	0.019	0.0	0.013	0.011	0.0	0.015	0.0
CPI-CS0C6F86DF5	2arachidonoylglycerol_byDAGLA_CNR2	complex:2arachidonoylglycerol_byDAGLA	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.0	0.0	0.0	0.0	0.0	0.055	0.003	0.004	0.004	0.006	0.061	0.009	0.01	0.009	0.012	0.056	0.004	0.005	0.005	0.007	0.0	0.0	0.0	0.0	0.0
CPI-CS030959ED1	2arachidonoylglycerol_byDAGLB_CNR2	complex:2arachidonoylglycerol_byDAGLB	simple:P34972		CNR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.061	0.009	0.009	0.009	0.012	0.082	0.03	0.03	0.03	0.033	0.1	0.048	0.049	0.049	0.051	0.061	0.009	0.009	0.009	0.012	0.057	0.005	0.005	0.005	0.007
CPI-CS045C37E64	2arachidonoylglycerol_byDAGLA_GPR55	complex:2arachidonoylglycerol_byDAGLA	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.0	0.0	0.0	0.0	0.0	0.005	0.004	0.007	0.003	0.015	0.01	0.009	0.012	0.009	0.02	0.006	0.005	0.008	0.004	0.016	0.0	0.0	0.0	0.0	0.0
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.01	0.009	0.012	0.009	0.02	0.031	0.03	0.033	0.03	0.041	0.05	0.049	0.052	0.048	0.06	0.01	0.009	0.012	0.009	0.02	0.006	0.005	0.008	0.005	0.016
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.067	0.088	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.018	0.039	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AEAEEECB	NTF3_NGFR	simple:P20783	simple:P08138	NTF3	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.0	0.001	0.001	0.021	0.0	0.0	0.004	0.004	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.045	0.065	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS081A36E07	CD80_NGFR	simple:P33681	simple:P08138	CD80	NGFR	False	True	True	curated	False	Ligand-Receptor		0.0	0.007	0.007	0.027	0.0	0.0	0.002	0.002	0.022	0.0	0.0	0.063	0.063	0.083	0.0	0.0	0.001	0.001	0.022	0.0	0.0	0.005	0.005	0.026	0.0
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.067	0.068	0.0	0.0	0.0	0.0	0.0
CPI-SS0BE3867AB	NTF3_NTRK1	simple:P20783	simple:P04629	NTF3	NTRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.004	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.044	0.045	0.0	0.0	0.0	0.0	0.0
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	NGF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	0.0	0.0	0.0	0.0	0.0	0.003	0.057	0.086	0.143	0.003	0.0	0.0	0.0	0.0	0.0	0.068	0.121	0.15	0.207	0.067	0.0	0.0	0.0	0.0	0.0
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.0	0.0	0.0	0.0	0.0	0.003	0.057	0.085	0.142	0.003	0.0	0.0	0.0	0.0	0.0	0.019	0.072	0.101	0.158	0.018	0.0	0.0	0.0	0.0	0.0
CPI-SS0A437E174	NTS_SORT1	simple:P30990	simple:Q99523	NTS	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotensin	0.0	0.0	0.0	0.0	0.0	0.022	0.076	0.104	0.161	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	LRPAP1	SORT1	False	False	True	curated	False	Ligand-Receptor		0.084	0.138	0.167	0.224	0.084	0.211	0.265	0.293	0.35	0.211	0.285	0.339	0.367	0.424	0.285	0.224	0.278	0.307	0.364	0.224	0.126	0.18	0.209	0.266	0.126
CPI-SC0C403F032	BMP2_BMPR1B_BMPR2	simple:P12643	complex:BMPR1B_BMPR2	BMP2		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.002	0.0
CPI-SC07F8BC578	BMP4_BMPR1B_BMPR2	simple:P12644	complex:BMPR1B_BMPR2	BMP4		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.002	0.0
CPI-SC08AB23320	BMP5_BMPR1B_BMPR2	simple:P22003	complex:BMPR1B_BMPR2	BMP5		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0DDF53DDB	BMP6_BMPR1B_BMPR2	simple:P22004	complex:BMPR1B_BMPR2	BMP6		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0DA028FF9	BMP7_BMPR1B_BMPR2	simple:P18075	complex:BMPR1B_BMPR2	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0
CPI-SC0E866CD7F	BMP8A_BMPR1B_BMPR2	simple:Q7Z5Y6	complex:BMPR1B_BMPR2	BMP8A		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC039AFE4AD	GDF7_BMPR1B_BMPR2	simple:Q7Z4P5	complex:BMPR1B_BMPR2	GDF7		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0
