,Bcell_TLS,CD8T,Endothelial,Epithelial,Fibroblast,Macrophage_TAM,Pericyte
GSM437117,0.09326235321465552,0.08295399380361913,0.16228904956295234,0.24505993121495684,0.2000152482485909,0.10502901645781952,0.11139040749740572
GSM437118,0.09059781728286971,0.16466241336004797,0.20861824441888738,0.20750502204232277,0.09934636615444538,0.20310672697897073,0.026163409762455934
GSM437119,0.03460887127396905,0.034367278041261516,0.295702372329361,0.1548091446114401,0.29390405471930114,0.08884455026676161,0.09776372875790552
GSM437120,0.07103481357965631,0.10019134711052959,0.16350298154049372,0.34467653129398096,0.0957968175874092,0.09445420271954051,0.13034330616838974
GSM437121,0.11289269508736548,0.13691956267750857,0.12113602791634961,0.2870051543919277,0.12825054600131502,0.1524710686402136,0.061324945285320016
GSM437122,0.06499774783958946,0.03162391539458787,0.23409590460338547,0.38285323462148674,0.12887605938229782,0.04570099277281121,0.11185214538584141
GSM437123,0.0571647934106822,0.10776872820432412,0.1369266778288417,0.3891992325455152,0.12626275964251527,0.11618597280771996,0.06649183556040161
GSM437124,0.09736045761710374,0.0507187267463014,0.1540640148553663,0.38051076421752567,0.15670249187032323,0.09867842569814216,0.06196511899523762
GSM437125,0.05139537802000298,0.02776474475417572,0.18756249519028903,0.37372262837841386,0.1482222562767315,0.1499794673101025,0.061353030070284524
GSM437126,0.10069196598982698,0.1915953144526616,0.10664974574863462,0.4186053633478614,0.08072036515767494,0.08918011414685864,0.012557131156481847
GSM437127,0.11607906270994885,0.09627777676505302,0.12783913962990845,0.3809880047355318,0.156372636727814,0.06449498858972,0.05794839084202394
GSM437128,0.09733538228131197,0.09814710815577658,0.12389420994615206,0.4586855394441205,0.10012249857226227,0.04486375554396981,0.07695150605640688
GSM437129,0.09784888662268802,0.15333269026319524,0.12878844390540872,0.4091873278307063,0.05092664064696191,0.08783848359815133,0.07207752713288844
GSM437130,0.06467122828965804,0.06841575009630936,0.14983850584403896,0.3674483927025335,0.1571661079766153,0.10048694671007918,0.0919730683807657
GSM437131,0.13305053061277447,0.14125031379906036,0.23029743304774555,0.33177956136817255,0.03416968350648548,0.046758012949941634,0.08269446471582007
GSM437132,0.11323664743801783,0.06412522592121606,0.15360125266006247,0.41368282120529665,0.12595444948068665,0.0413314943565426,0.08806810893817772
GSM437133,0.08782405788793311,0.1622825362361499,0.1283171099592564,0.2206370208317331,0.13755866219415616,0.22979707807077743,0.03358353481999403
GSM437134,0.09163779287703744,0.09916439848635888,0.27035191596390495,0.28501472368694514,0.12808020472584858,0.05062972860993043,0.07512123564997478
GSM437135,0.06500366848171468,0.0698108256007583,0.22721983179142313,0.2540129757965436,0.20671153708990497,0.08677745257045702,0.09046370866919828
GSM437136,0.09358027925963441,0.13553361734458072,0.13301262557277135,0.3993456420687303,0.07673056199669774,0.06457497065705069,0.09722230310053478
GSM437137,0.08316463848641706,0.08046772681573443,0.13642592125045255,0.3767125753079004,0.15818295389512682,0.11520862751015522,0.049837556734213515
