,spearman_rho
ARHGEF3,0.1685536852402053
UTS2D,0.16850966379308288
FREM2,0.1685061399264552
TNFSF12-TNFSF13,0.16838228051282367
UBR2,0.16813495471180354
LILRA4,0.16810251860143716
TGOLN2,0.1680960238873091
C3orf16,0.16809544205098909
HPSE2,0.16809414370395998
C7orf70,0.16809139519553018
C6orf201,0.16794309207566907
RAB41,0.16793333765863552
LRRC58,0.16792144454191382
ENTPD7,0.16787795108120196
ZSWIM6,0.16784317970767706
PTPRJ,0.16782443622548268
ZNF267,0.1678067405671818
HS3ST4,0.16778284444024075
OCLM,0.1676881433560303
CSNK2A1P,0.1675926120324386
MEFV,0.1675672619891892
MAGEA8,0.16755914129303495
STK3,0.16754001583797948
FBXO11,0.1674925513122438
TEX15,0.16747842597330162
IL17RA,0.16746839451531895
PXK,0.16735946674008095
ICAM5,0.1673380841335206
TINF2,0.1672331107121448
KIRREL2,0.1672026184876762
GNA13,0.16718036741882064
KTELC1,0.16714185904469547
CDK2AP1,0.16714001169045314
SGK223,0.167130432491956
DYNLRB2,0.16709218971242493
SHF,0.16706742985270207
EML3,0.16703564758758394
GABPA,0.16691205873744006
SGMS2,0.16691144796377427
C6orf142,0.16686052334627324
EIF2C3,0.1667284929236905
CNP,0.16663530994935824
CREM,0.1666126950889911
AGXT2L1,0.16656668477529057
VOPP1,0.1664852721892854
VWA1,0.1664659295428158
GM2A,0.16638698677681865
PCDHGA1,0.16638503617874306
AKR1C1,0.1663730171827361
EYA3,0.16630331765264997
ZNF621,0.1662299283198935
OTOR,0.16622899636356453
JRK,0.16621422758942017
MTMR15,0.16620072345804987
ARHGAP18,0.16604243332418497
NCRNA00176,0.16598575841560984
ZCCHC6,0.16596356743358065
NUDCD3,0.16594299678792376
LRP5,0.16586527715314459
HIPK2,0.1658542751751253
TBC1D8,0.1658491022613175
LOC100128675,0.1658363498333912
CCL8,0.16578471735215133
EIF4ENIF1,0.16572096460426733
PGBD2,0.16570791738008472
SLC39A1,0.16567343758987674
SNX32,0.16565468319082968
KRT81,0.1656443676648142
SORT1,0.16563549934001232
FAM138B,0.165627927592474
FMNL2,0.16562407825595463
ZNF461,0.16558470350605659
RGS12,0.16555327513833845
ATP6AP1,0.1655410419220673
RGL3,0.16551143321100775
MYBPC2,0.1654934240325791
LOC100216001,0.16544389451120292
POLM,0.1653723341092893
LY6G6C,0.1653588121845553
RPL23AP64,0.1652855040639046
GPR158,0.16526194852424084
FKRP,0.16525144038145798
PCDHGB8P,0.1652324919043334
MYL4,0.16523093308256817
RPL13P5,0.1651945730968295
ZNF705A,0.16519089971940973
ITM2B,0.16515725266066114
USP4,0.16510020118909138
CAPN2,0.16504373611037884
HSPA13,0.1650426044687985
ACSL4,0.16502510488271033
C6orf106,0.16501940197468434
NFKB2,0.16497496428255687
CRABP1,0.16495908929394973
ZKSCAN4,0.16495205076839253
LOC646762,0.16493361858166108
LILRA3,0.16493025108484155
PTPRK,0.16492965549893496
MSLN,0.16489003447447306
MGC16121,0.16488295634586364
DLL1,0.1648699159243221
ARC,0.16479196799026166
ARL8A,0.16473997448475142
CACNA1I,0.16470107367450057
FLJ34503,0.164698942768278
C6orf217,0.16464596144326782
KCNH6,0.16461484386333855
PRRT4,0.16460421382460086
ZDHHC1,0.1645369537064931
GCC2,0.16450248883245466
FADS1,0.16449741811511484
SGSM1,0.16449499593400876
PTGER1,0.16447675880036586
FGF20,0.16445261601660627
CES7,0.16443714852324307
BMS1P5,0.16443308652432712
ZNF547,0.1644317009826474
ALCAM,0.16437141204139047
RBP5,0.16432739512157732
ZNF836,0.16431295987322483
BHLHE40,0.16430841232835616
CYFIP1,0.1642321156592735
FGF16,0.16421246063326897
USP20,0.16412003206786954
RNF160,0.16405421786709168
NCF1B,0.16403707014891192
MUCL1,0.16403139062642091
ARCN1,0.16398214154398946
TAF2,0.16396510067985406
C15orf33,0.16393866025933143
SNX13,0.16385629254600143
C9orf144B,0.1638485612924118
COL11A2,0.1638329672330225
STXBP1,0.16380840160248086
PIP5K1A,0.16379168665614344
DAZL,0.16376830350428845
GLIPR1L2,0.16368225908863376
KCNH8,0.16366427475470605
SUN1,0.16363509342006993
CLEC12B,0.16363505730966896
EFR3A,0.1635765579831672
KCNQ1OT1,0.16356838706729204
SEMA3C,0.1635381301352995
PRRT2,0.163507171062668
SELL,0.16347460376071757
LHX8,0.16345443024012832
RNMT,0.16342590512149352
NINJ2,0.16342525073803513
CDKN2A,0.16338535935961407
KCTD18,0.163263991733094
SLC12A5,0.16322589099019383
HMBOX1,0.16318532484507478
TCN2,0.16308257729038272
KAT2B,0.16308232949763318
IL6R,0.16303719204143574
CYP3A7,0.16287071336476933
ZNF536,0.1628440012680677
EMR1,0.16279724574077636
INPP4B,0.16279552544052375
C1orf116,0.16276201157519132
SLC44A2,0.1626913868569207
SLC13A5,0.16268890112946172
FBXL18,0.16264157211247787
LOC284100,0.16261146134490956
WBP2NL,0.16258456607044672
ZNF517,0.16243221543952674
PLB1,0.16240150635420839
HOXD13,0.16237345019905075
FCGR3B,0.1623186336143199
PKDCC,0.16231619660611102
CTSD,0.162273317150163
C14orf28,0.16226331351537646
SLC35E2,0.162233931752984
LIMK1,0.16216932022842526
PAFAH1B2,0.16216085296036944
RARG,0.16213196763812446
MYCBPAP,0.16210224443714888
TNKS,0.16205125727716388
TP63,0.1620388210373262
TNFRSF8,0.16202984726687927
PAPL,0.16199635173551635
SMYD4,0.16197569392027572
GPAT2,0.16194013020408085
APC2,0.1619091498119347
TCTN1,0.1618619678921703
PKD2L1,0.16183606196624223
EIF4B,0.16180289546958462
ELOVL3,0.16179707196649598
IFFO2,0.16179404854268065
TMEM67,0.1616709309028381
ADRA2C,0.16165556711590326
TMEM167B,0.1616196386615302
KCNJ9,0.1616101840556374
SIRPD,0.16139409203116817
PTPRN2,0.16136058472856973
ZC3HAV1,0.16132961831305134
IFT81,0.1612551747529257
CGB8,0.16110064663937348
MON1B,0.1610921578040568
CEACAM4,0.16108722812521908
TRDN,0.16107588970438144
LMBRD1,0.16101807464872722
AP2A1,0.16101299148682785
ZBTB26,0.1609129153484334
LOC283999,0.160896568809049
TMEM215,0.16089401897764127
SOST,0.16085729957349482
MAPK14,0.16078978318135403
GOLGA7B,0.16078583621067122
SLC2A4,0.16075749408761653
C17orf105,0.1607416624005886
PHF20,0.16067576968035083
FAM53C,0.1606730503239454
ADRA2A,0.16066041610937176
AQP7,0.16064905772214422
KSR2,0.1605414258612309
EPHB1,0.16053739284757956
ZNF529,0.1605208384022069
WT1,0.16049607338269206
USP6NL,0.16048101199356968
GNA14,0.1604803012971876
R3HDM2,0.16040802890067116
LRRTM3,0.16030126374096035
CACNB2,0.16029064228615558
ART1,0.16020620399769128
ZNF790,0.16010826152389734
RNF113B,0.1600556415911607
ZNF792,0.1600025718304087
PKP1,0.15998331814516273
SPTBN1,0.15994617808273123
KMO,0.1599075936909008
KIF27,0.15989786173744766
MYBPH,0.15985500045776851
IP6K3,0.15984294433419996
TRHR,0.15982982443585153
C20orf201,0.15978878759265133
DHX33,0.15974578293650035
PRUNE,0.1597132671992926
PSD2,0.15970836275691355
LOC100131551,0.15968097004864487
GPR81,0.159675851041579
GRN,0.15958059186972842
MAN2A2,0.15956661475713516
A2ML1,0.159530030637687
C12orf39,0.15951104465267152
MBD6,0.15947812388388802
KCNA7,0.15941692535281057
FEZ2,0.15937520263383978
GABBR2,0.15934258978856058
GPR87,0.15933420662449532
ABTB1,0.15930594367468734
ZNF551,0.1593056504746709
NLRX1,0.1593020023742409
SARM1,0.15926470268263945
DENND1B,0.15922046857822938
ATG9B,0.15919362865956993
ADC,0.1591802922149119
CASC1,0.15917566169095368
DNAH9,0.15912602501908618
ANPEP,0.15911560271727596
ARL6,0.15911266655312953
TMC1,0.15909255047813337
KBTBD13,0.15907136873104566
STAU2,0.15901462991666118
TOX,0.1590100624760874
TBC1D9B,0.15898732147070063
HDX,0.15895004009456556
SETD2,0.15890472917565135
C12orf23,0.15882681238136087
ZNF420,0.15880530747786825
STMN3,0.15880361355327552
TREML4,0.15874927352664542
NCK2,0.1587443744541863
HMOX1,0.1587432039209062
RASA4P,0.15871504117229385
ACTN3,0.1586971231239639
ZNF185,0.15867386967361238
MT1L,0.15864923205564
C1orf127,0.1586078052493725
FYB,0.15859505890808845
KIAA0174,0.15855519805132415
TOB2,0.15852853289639948
LRRIQ1,0.15851635656861404
HOXA1,0.1584924954836935
AATK,0.15847536815099597
KCNQ4,0.15844864551002094
VCPIP1,0.15840921800054505
DDX42,0.1583974963538106
JAG2,0.1583857062920043
ZDHHC7,0.15837145487981197
SYNPR,0.15836527246577325
PTPRF,0.15832929067022114
FGFR1OP2,0.15828177737549812
SULT1E1,0.15824365822786254
LDHAL6A,0.15823532152685196
SAMSN1,0.15814933230729647
C6orf165,0.1580808730220745
SLC7A9,0.15807644763440906
C8B,0.1580212222681864
BRWD1,0.1579145201190622
RAET1G,0.15787220576686586
ZBTB33,0.15782547701917782
HLA-DPB1,0.15781973935591423
SS18,0.15780709755627711
C10orf11,0.1577880005548512
ABAT,0.1577803519130067
HERC3,0.15777433786298303
TUFT1,0.1577325307187309
C13orf29,0.15772944548861026
WDR48,0.15770408262148072
ASXL1,0.15768330661723393
ANKRD17,0.15767755931215416
LUC7L2,0.15761638457725613
RD3,0.15754111705374305
IFLTD1,0.15740859860640688
CST11,0.15740778021547802
ZFP37,0.15737130796571094
KIAA1683,0.15736822296333675
SLC29A3,0.1573546432023184
PURB,0.15734419905832203
ATXN7L3B,0.1572697476146307
AMICA1,0.1572334395669091
USP13,0.15723142216276742
NANOG,0.15722788728962175
C7orf52,0.15722275214350925
TMIE,0.15721140537642306
SLC35F4,0.1571927002708948
BCO2,0.1571477292994367
OSBPL5,0.15713726481693757
CPM,0.15712184000912682
TMEM132A,0.15703638322673957
TMEM110,0.15700405281564314
ZNF41,0.15684088651065756
FERD3L,0.15681412728070157
ZNF227,0.15678365980453723
LOC253039,0.15672089499156286
IRF5,0.15668544963658723
DRAM1,0.1566420391347995
ZNF498,0.15663191472222843
TM4SF1,0.15662606865686635
P2RX6,0.15661364812193296
GUSBP1,0.15656694387098727
SLC26A4,0.1565438204343139
TMPPE,0.15650941056657297
C15orf34,0.15645589742768284
SNX27,0.1563886616008469
GJB2,0.15633534532234206
PLGLB2,0.15628243142882087
LOC158572,0.15623299836022492
CCDC126,0.15616173872909236
C13orf31,0.15614531280507257
ZBTB22,0.15607049744771026
FAM50B,0.1560648307181483
ONECUT1,0.15605155646916866
BTN2A1,0.15594591063110402
NCF1C,0.1559415308104045
CARNS1,0.15593923453914446
TSPAN10,0.15588876687947104
WHSC1L1,0.15587243169268014
RMND5A,0.15586467436282214
USP19,0.15585885079315606
ZFP41,0.15582592907974577
MAMSTR,0.15582228657166133
CNGA4,0.15578153324885236
CPEB2,0.15573602931961653
STAG2,0.15573306975101725
ADNP,0.15570965858619346
YTHDF3,0.15565236806478536
C21orf49,0.15562593994980375
PABPC1L2B,0.15560438637955987
HIST4H4,0.15557079721389244
DENND4B,0.15555623597714846
IRF6,0.15555497966669893
ZXDB,0.15555110029633484
PCDHA1,0.1555471862501083
MYST2,0.15554108281364037
PRUNE2,0.155481674973095
C9orf84,0.1554497177256254
KIAA1826,0.15544755772046692
C17orf47,0.15534751210775025
RBM5,0.1553234946299318
TACC2,0.15525549973938352
CCDC33,0.15524523902960569
C1orf129,0.15524014455937435
RHO,0.15518898639154458
SLC20A2,0.15516737437703737
ASB8,0.15510903141299048
ARFGEF1,0.1550347231553407
TXNDC6,0.1550297244917951
EXOC7,0.15502162373469983
UPK1A,0.15499892047854566
NHS,0.15488486718374725
PSTPIP1,0.15488217586786468
LOC100240734,0.1548570068302323
TAS2R10,0.15485381308515045
SYNE2,0.15482470813585736
NUFIP2,0.1548114238962209
TPST2,0.15471860358561018
SLC26A11,0.1546897941366136
RPL23AP53,0.15466440946654503
NAV2,0.15462090817630267
KEL,0.15461321303597317
LOC26102,0.15460890762677898
SLC6A12,0.15460478980377215
BDH2,0.15460317550601543
HRH4,0.15458722242325237
FAM99A,0.15458513611192026
C16orf73,0.15452646596953917
TDRKH,0.1545183396281906
VSX1,0.15444577564191114
C10orf129,0.15443199195821591
FLJ10213,0.15442698433803628
SPIRE1,0.15433252604815972
TRIM33,0.1542766225025633
RTL1,0.1542552438338034
CDH15,0.15424832492318727
PTMS,0.15417769041053858
C9orf106,0.15416396514095487
KIAA0586,0.15415234911752146
GNAQ,0.15412604983540826
C21orf91,0.15405275962968415
PRSS23,0.15404290386227998
NUCB1,0.15403993571072438
APOC1P1,0.1540257088275438
FLJ36031,0.1540235053251656
FAM102A,0.15401569808980747
CPLX2,0.15400823039179207
LOC90110,0.1539599077974868
C10orf12,0.15390880084337039
KRTAP3-1,0.15390238271998966
DDX17,0.15389342094211336
C4orf3,0.15388315667865374
C16orf71,0.1538686960187347
CRLF2,0.15381023358520293
TSLP,0.15373039817267253
DNAH1,0.15370879812562566
UBTD2,0.15367119932051962
TNFRSF10D,0.15363168366392455
SLC2A7,0.1536002626580238
ORAI3,0.15359550665045546
ZNF746,0.15356954078271093
WDR63,0.1534608385443747
CYTH2,0.15344908766452747
POM121,0.15344361446625374
NLGN4Y,0.15343319192222235
NXNL1,0.15337442832401393
LOC84740,0.15336987504193406
DCC,0.1533564611229434
P2RY13,0.1533297369365592
SMARCC1,0.15330105977728653
NBPF1,0.15319903333441193
AHRR,0.15317165581638265
NCRNA00094,0.15317006490799615
FAM69A,0.15312918608964904
EDC3,0.15311956257118367
LOC283922,0.15301880592743256
RALGAPB,0.15297890093730246
GATA1,0.15297320153663094
F7,0.15295735793714593
IPO13,0.15294539081525954
NINL,0.1528701381059051
POU3F2,0.1528198676661078
FNIP1,0.15277192546300655
PCSK1,0.15273752543340685
LOC285205,0.15266896780207348
CPA4,0.15265202093211394
ZIC4,0.15257842471412747
RAP2B,0.15256198762023
SLN,0.152549349336898
C20orf186,0.15244084380343334
GUSBP3,0.15243386144195734
C5orf62,0.15240667176933867
DSP,0.15234500229521777
C20orf177,0.15234393708497676
ZCCHC2,0.15226584715263522
PHF8,0.15226118014779183
RHBDF1,0.15225928680590847
NXF1,0.15225016215438877
VEZT,0.15220662722630487
DOPEY1,0.1521934503919652
FURIN,0.15216908034302862
TMEM114,0.15216576043669208
MOSPD1,0.15211573005587992
SHOC2,0.15211277832989775
ZNF155,0.15207029309561887
TPPP,0.15206390365640227
LOC728024,0.1520421731712932
ZNF212,0.1520132046768779
NR1H2,0.15200119611567098
PPP1R3G,0.15190530879214814
C6orf122,0.15183871551350286
FBXW8,0.15180930531532066
RALGAPA2,0.15178424933369208
SNAP23,0.1517787286821149
GMFG,0.1517689540476208
LOC388387,0.1517209378448216
FBXL3,0.15163592245993665
CCDC11,0.15156147957670252
KIAA1211,0.1514874869018334
ZNF85,0.15138795868684035
MYH16,0.15136703970516271
TPTE2P1,0.1513473859181765
YTHDC1,0.15133579386296517
ZNF197,0.15132575366198114
TLE2,0.1512832281690445
VCX3B,0.15127521924009762
YIPF3,0.1512459310883026
FBXO42,0.15116135902161834
SYNJ2BP,0.15103842355411246
HPS5,0.15095083591345354
CACNA1D,0.15094958770176825
MTMR9L,0.15093824251213195
ABCD1,0.15092016322157611
SAMHD1,0.15086525886771956
RNF215,0.15075245888596864
C11orf74,0.1507197231178166
ITIH4,0.15069859608415545
SCN8A,0.15067381863731735
PPM1E,0.15062905670845386
CLRN1,0.150610533903978
CRKL,0.15058855369424837
ACIN1,0.15055364855349473
SENP1,0.15051465047042123
SH2D5,0.15043591842394008
PAGE4,0.1504303705315533
SRRM5,0.15042933454867563
GJD4,0.15040819784609594
ZNF317,0.15032270188288188
LOC646982,0.15027058629583456
C20orf141,0.15024047180077724
KREMEN1,0.15023356156088774
ZNF217,0.15008038559155545
IVNS1ABP,0.15006714373437435
NUDT17,0.15003111996007631
KRT76,0.15002431239006092
CIRBP,0.15002427065949764
RSBN1L,0.14999371530842348
S100A12,0.1499118378666383
CACNG6,0.1499093793429485
CDH26,0.14988539199397558
C2orf58,0.1498802703949724
LOC652276,0.14986640344841906
FREM1,0.14981322020231716
SPATA4,0.14976608780965356
BMP2K,0.1497378829828438
RCAN1,0.14973534053429322
PYROXD2,0.14970024097181028
ZNF555,0.14969558229015695
C9orf96,0.14965630980910855
KIAA0802,0.14962704743932567
P2RY4,0.14958482683123214
LIG4,0.1495770701564757
PROC,0.1495560981072055
SUMO1P1,0.14953791487724086
KCNS1,0.1494961762683172
LUZP6,0.14949177169851396
MAK,0.1494199494871938
GNB3,0.1493910424969018
SGK1,0.14935705890330994
KIAA1609,0.14931925593542839
OR7A5,0.1493075501909562
P4HA1,0.14928828681674822
ZNF75D,0.14927551247204085
SNTB1,0.14926783882307462
LHFPL1,0.14925991383297788
FBXL5,0.14923578345042177
DNAH17,0.14921238702968456
NPTX2,0.1491980986005755
FAM174B,0.14918151544181493
ZNF285,0.14917955868079222
GOLGA3,0.1490268394257289
GRAMD1A,0.14899734183366253
ANKRD31,0.14899396837921564
SEC24A,0.14899052401937996
CNIH2,0.1489633206631429
OR5K2,0.14896086801835776
PACS2,0.1489587910206945
OR1L8,0.14895770668682753
COL20A1,0.14893152603255422
PPPDE1,0.1489126327553407
XPR1,0.14885267348198084
SPOP,0.14884964511624696
C7orf64,0.14882696684657154
ARHGEF1,0.1488244743968529
STAC3,0.14881630230044138
SLU7,0.14874637642999336
KIAA0513,0.14873048989321389
LAMC3,0.14869827705359767
GIMAP5,0.14865854005253135
OPA3,0.14862938223404074
LMF1,0.14857944646835816
SEPT10,0.14845786286769985
NRBP1,0.14844139366870387
ZNF543,0.1484248508599872
DAB1,0.148416139185022
FLYWCH1,0.148389496047936
CASKIN1,0.1482705296439513
RNF13,0.1482291484805974
ATE1,0.14822261302646866
IL5RA,0.14821166394207316
TDRD12,0.14809610686806485
MGC16384,0.14795708321603993
WDR11,0.1479000226399914
FBXO3,0.147887611941416
MYH7B,0.14783619149762006
LHX9,0.1478266237949101
KPNA1,0.1478196115112811
GRAPL,0.14780537827048346
PACSIN1,0.1477993892786639
LOC644172,0.14779379748776114
KCNA4,0.14779324351921636
APOL4,0.14778076912609248
ZNF83,0.14777822561169554
TAOK3,0.14770372268949014
ZNF23,0.1476797244474705
KATNAL2,0.14763922226601553
TCTN3,0.14757282602513622
KCNAB2,0.14754238180527496
NAA30,0.14731223883005629
EIF4G1,0.14731216365451416
MORN4,0.1472511718242801
PHC2,0.14723968406400803
C1orf126,0.1471626670907098
ZNF629,0.14711725103912907
RAB38,0.14710839113606072
EVX2,0.14710461341542916
AP2A2,0.14710398169472708
SLC26A7,0.14709242876812945
B3GALT4,0.14709053073302494
RRN3P2,0.14704897110911794
DKFZp779M0652,0.1470083735731885
FAM75A5,0.14699380880913274
NPHP1,0.14694961552216168
AQP3,0.14694008320154756
ALMS1,0.14692972876400764
ST6GALNAC6,0.1469074158829185
SETDB2,0.1468819171833446
GPC5,0.1468814796840495
CTDSPL2,0.14682623080938706
ZNF146,0.14678012449842592
ZNF230,0.146779030274026
F2RL2,0.14674418294418615
EDEM3,0.14672090245851305
EMILIN3,0.14671745813145615
ZBTB12,0.14671157158122616
ARHGEF18,0.14668433345659398
COX6A2,0.1466788756537502
ZNF16,0.1466377919480434
IL23A,0.1465867083319958
SHISA9,0.14655056523023935
LOC729799,0.14648642460254027
PLIN1,0.14638017731921368
KCNK17,0.14637824379397407
PLAUR,0.14636599460262764
LOC100124692,0.14635763866867169
TBC1D25,0.14630984361607136
IREB2,0.14630589846503678
LMO7,0.1462980917242686
SLC35E3,0.14629291890795734
TMEM131,0.14628351431235473
GLUL,0.14627450492341343
NTF4,0.14624359940433945
SPOCK2,0.1461905549458476
HIST1H4H,0.14609128454124326
PGA3,0.14597217224634343
RNASE13,0.1459719014947044
PTPN11,0.14575177593246622
KIAA1009,0.14565565338762362
GAB1,0.14565305878677914
SLC12A1,0.14558984176354525
SLC31A2,0.14552009954020576
LPIN2,0.14546977658963364
ZNF717,0.14545803857230008
MYL7,0.14545692044105465
STT3B,0.14544151891722135
GPR109A,0.1454029617794036
GLB1L3,0.1453576985011597
CPVL,0.14534015340294304
BAG2,0.14532050097818539
SLC1A6,0.1453127313723414
MEX3A,0.1453003831547708
ARL2BP,0.14522278829433624
CD1E,0.14518260686572762
KCNJ1,0.1451800460636114
PPP1R13L,0.14513730108621611
ACE,0.1451347445216776
KIAA0753,0.14513376676850143
CD81,0.14511429185706548
KRT1,0.14507489259046571
LOC728323,0.1450688988482393
HCFC1,0.14506108362205028
C10orf28,0.14500751921034571
ANKFN1,0.14489434690704941
PDE3B,0.14485392549562048
FBXL13,0.14482290919950214
WNT11,0.14471349021275703
IRAK2,0.14469534805822282
PEX12,0.14467792523263248
KHDRBS2,0.14467243436620444
GLTSCR1,0.14467143424384102
ERCC5,0.14466197881259765
PRG2,0.14465041292147415
ZNF302,0.14459257966583589
C1orf111,0.1445309297925678
VN1R1,0.14450418853818545
UHRF2,0.14447936912390016
NCOA6,0.14445898009593494
ADRBK2,0.14443142434277434
CORO1C,0.1444132621899258
KNDC1,0.14433339716766067
SLC16A8,0.14432229472836194
IFT122,0.14430035983789313
CCNG2,0.14429500296259037
DOPEY2,0.14422106980825192
PCDH8,0.1440754022559397
OR3A2,0.1440530647350585
LHCGR,0.14404523409391815
GATA2,0.14403192824448027
ZNF518B,0.1439770670321423
TEKT2,0.14395072751629684
RBM33,0.1439119490808179
C3orf70,0.1439004153189382
GTF3C3,0.14388318108859907
PTPRC,0.14379089755696928
ICA1L,0.1437349594151919
SENP2,0.1437298921988959
MGC16703,0.14371877508010153
PCIF1,0.1436518008587176
SLC5A3,0.14361179736693813
NR1H3,0.1435979641903661
DHX29,0.14359731766394587
ATP6V0A1,0.14344824188942346
MCOLN3,0.1434455593957288
TMEM212,0.14343833221918778
ZNF583,0.1433983287518107
C14orf21,0.1433467800137619
ARHGEF10,0.14329647287655933
C13orf39,0.1432917083222723
CTDSP1,0.1432595277373241
FAM180B,0.14321281156176946
PRDM15,0.143191633769584
AURKC,0.14318299865094922
AQP7P1,0.1431549007696832
MAFK,0.14313981292958405
RUFY1,0.14312228231403432
FCHSD1,0.14311170109545995
AMTN,0.143100844074698
NCKAP1,0.1430302449409221
SYT1,0.14298596836116903
TNPO3,0.1429840937601772
STARD3,0.14297263646797856
LOC100190986,0.14297234698038322
SIRT1,0.14295379733890554
KIAA1539,0.14289538284936168
PKN1,0.14288218387128637
AMHR2,0.14276765326645385
TEPP,0.14274072325264503
PCLO,0.14272217048029748
ANKHD1,0.14270690900191776
HFE,0.14266358411929952
CDH22,0.14263015218455033
HEATR7B2,0.14242551285187932
HIST1H3E,0.1424073702905578
NDRG1,0.1423848515150473
FAM106A,0.14236344594936406
CHRFAM7A,0.1422703127085264
CRK,0.14225464185746894
XRN1,0.14223393785483043
MYL2,0.14221798416086925
TMEM71,0.14213363043419835
CALHM3,0.142097258337755
EGR3,0.1420802694989736
ESYT1,0.1420605009760572
CYP4F3,0.14205454146644428
BTBD12,0.14201244187186152
PKIA,0.14194818707580528
NCRNA00028,0.14192063934961732
BGLAP,0.14190934445363534
ZNF235,0.14190657127542125
OTUD4,0.14190564293992491
C21orf29,0.1418871217720893
CAMK2G,0.14179207382383188
TCF12,0.14177810411802533
CBX5,0.1417770076751536
TCERG1L,0.14173969747876672
TOP3A,0.14165643137130643
HLA-DQB2,0.14163092639499802
PHAX,0.1416150915675224
USP24,0.14160012765447802
ANKK1,0.14157536496334805
WDR44,0.1415548126811887
TNNT2,0.14152416340626425
LOC91450,0.1415222109841825
FLJ42875,0.14149653925113156
C6orf164,0.1414872546273742
TTLL5,0.14145533740139454
ZNF396,0.14144311596634876
HOXA6,0.14139300770254656
CLUL1,0.1413817385324786
FBXO18,0.14135280155466484
BTAF1,0.14134765978155764
EIF3A,0.14123646962221403
MAP3K4,0.14119454237817033
FCF1,0.14118849871101793
UBAP1,0.14117347980939987
DSG3,0.1411636976612036
ZNF439,0.1411538487824088
USP6,0.1411077496222617
PTPLB,0.1410914647297307
LPAL2,0.1410580719830736
CLK1,0.1410070666594087
CDR2,0.14098617951491269
C1orf55,0.14084629171609406
ANKRD26,0.14078423225205203
AVIL,0.14078405521816473
C17orf46,0.14073404260650263
COX8C,0.14072558397754584
ABCA4,0.14069590859255168
TRNP1,0.1406862766002877
GRID2,0.1406568767925204
CCR10,0.14059316742196845
ITM2A,0.1405738054468401
SLC6A11,0.1405723463359673
C20orf26,0.14052292803277328
OGFRL1,0.14048300782866208
MARCH4,0.14047775920548253
ZNF19,0.1404494673822341
ZBTB38,0.14042137297757362
PRDM16,0.14038588716523398
IGSF3,0.14036440353867138
AQP4,0.14031498423300728
COL9A1,0.14019838154752998
KRT5,0.14019190759358305
CDK12,0.14014112381891808
CNTFR,0.1400842980087708
IPO9,0.14001481204745123
ZNF10,0.13998779366958447
PLK3,0.13994903916059176
CP110,0.13994622995790212
OPRD1,0.13986530934494706
ZNF224,0.13980000546765342
PPP2R2C,0.1397667383321734
KLF15,0.13972530136802697
ZBED1,0.13969632158079398
SNX16,0.13968080263764843
ZNF383,0.13964051244219627
ATXN2,0.13962370630050824
PPP1R16B,0.13956534302081622
C22orf45,0.13956308683597188
CHST13,0.13954470962429227
SPANXN3,0.13942599730237681
ANKRD45,0.13936572201404765
SNX12,0.1393413202499114
MS4A3,0.13930441771847946
S100B,0.13930388352313602
LUZP4,0.13926719127732698
PRSS38,0.1392647935074846
NEDD9,0.1392616470972048
KCNH5,0.13919997783096724
SMG7,0.13919455315430562
PER2,0.13918615208933027
GLRA3,0.13915280958096424
C11orf42,0.13915170136078908
ZFP91,0.13912289542966105
AMOT,0.13911761174789178
PRSS37,0.1391152766989839
PLCD1,0.13898399437673664
COL4A3,0.138977134280153
DNAJC24,0.1389317436107793
PLCL2,0.13891967896389334
ZBTB42,0.1389057859445215
VGF,0.1388361308561881
ZNF43,0.13879272799485068
LHFPL4,0.1387785027952973
TUBGCP5,0.13873781156012255
ACVR2A,0.13868946844681873
STRN3,0.13868659950184514
IDUA,0.13868088635497478
CDS2,0.1386523621244686
LOC100271722,0.1386219898201808
HEPHL1,0.13862163868285093
C4orf47,0.13861815394312646
IL1RAPL2,0.13860128980066286
FAM138F,0.1385913363237473
MFSD6,0.13858032874184692
ADRB1,0.13853051007161654
FLJ43390,0.13851420351133473
HNRNPUL2,0.13848140236278236
FAM21C,0.13848087054225425
GABPB2,0.13844516594837794
ITIH2,0.13843776141475825
RAET1L,0.1384368092385002
JARID2,0.13840969989373755
FOXP4,0.13832534532410917
PSG4,0.1383141911863454
OPN3,0.13830757799051047
RAB33A,0.1382099428327537
ZNF441,0.13817638147780295
SERPINI2,0.13812467597896297
TRIM49,0.1380179253368185
SLC4A11,0.13801698813447819
BZRAP1,0.13801084594710866
PTPN13,0.1379497515516844
LOC168474,0.13789112524153596
ANO2,0.13784748262209848
ELF5,0.13777730991177647
ZC3H4,0.1377727064064221
GPR109B,0.1376680404197661
MYL6B,0.13764848746495195
RELB,0.13760715807611143
NLRP6,0.13759555125300038
SPOPL,0.13758749775256895
PSG1,0.1375036302495037
LOC729603,0.13748655314055466
GALNT2,0.13740855956786274
NEK5,0.137405580129214
CAPS2,0.1373954376366283
DPY19L4,0.13738517730016644
KHDC1,0.13737309104465667
KCNA2,0.13733060485443688
MARK1,0.13731817160676182
ZNF250,0.13727294626421466
AMPD2,0.13726632068253028
IFNA13,0.13726254094803553
HPN,0.13724509912803393
CNGB1,0.1372201430240258
C3orf58,0.13717447014044348
SMEK1,0.13713164716142612
TRAM1,0.1370190316131055
BNIP3,0.1370162098162761
CCL3,0.1369325225019833
LOC728989,0.13690097847206717
PARP11,0.13685836161654022
