,ImmuneSignature,StromalSignature,ESTIMATEScore
GSM972388,1475.871877331514,386.56403175678315,1862.4359090882972
GSM972389,4691.444828061336,859.3236802714182,5550.768508332754
GSM972390,3858.063051020974,1191.6038762656208,5049.666927286595
GSM972391,4804.452058949428,2182.834385956834,6987.286444906262
GSM972392,4030.7667807289563,1430.1546269842875,5460.921407713244
GSM972393,4026.8966306135644,1890.1133186546758,5917.00994926824
GSM972394,4507.717961909568,3074.089190934412,7581.80715284398
GSM972395,4713.617849901788,2390.989559996795,7104.607409898583
GSM972396,1363.8010748017477,-675.8612249311573,687.9398498705905
GSM972397,4401.863299611081,477.1083806849874,4878.971680296068
GSM972398,5042.932596975763,1108.1086704990248,6151.041267474788
GSM972399,3408.4081226798517,1695.8404182860613,5104.248540965913
GSM972400,4680.822120598528,1991.3150256042463,6672.137146202775
GSM972401,7617.187796841437,4666.410915655993,12283.59871249743
GSM972402,4032.5999302886885,3279.711536524701,7312.311466813389
GSM972403,4668.99188785371,1866.9164563402283,6535.908344193938
GSM972404,4612.431793989994,2423.6475894754276,7036.079383465421
GSM972405,4600.851784823653,2476.5112366363664,7077.36302146002
GSM972406,5944.119230666995,3179.576829704407,9123.696060371401
GSM972407,3804.9207989541756,2709.001716170156,6513.922515124332
GSM972408,5127.636832367834,1944.2263401428954,7071.86317251073
GSM972409,7640.784836462528,5377.5452704137915,13018.33010687632
GSM972410,5131.019352280728,3964.516966948202,9095.53631922893
GSM972411,3429.7960035662254,491.14341101777063,3920.939414583996
GSM972412,4280.162895542482,1897.8220957462672,6177.984991288749
GSM972413,5848.675133605484,5414.109130719089,11262.784264324573
GSM972414,3847.1512886513538,1436.8294917641815,5283.980780415535
GSM972415,2618.399984670885,-301.6136074120441,2316.7863772588407
GSM972416,2970.0985105761847,2664.5411377932014,5634.639648369386
GSM972417,3849.7623916002067,2191.4824360694165,6041.244827669623
GSM972418,3308.361780926047,1813.712178279573,5122.07395920562
GSM972419,3574.2244078656113,2740.7322413018264,6314.956649167438
GSM972420,6068.587178100503,2725.4477416358804,8794.034919736383
GSM972421,4138.094729640823,3179.240796968057,7317.33552660888
GSM972422,6414.290292337033,4607.616176578011,11021.906468915044
GSM972423,4572.402089277168,2163.4686565764896,6735.870745853657
GSM972424,2386.8475573218584,699.7836279671301,3086.6311852889885
GSM972425,4043.7880838103993,3084.743685870735,7128.531769681134
GSM972426,5617.638196337737,2798.9607756123823,8416.59897195012
GSM972427,3362.34683666823,1952.4266949577304,5314.7735316259605
GSM972428,4824.156256122747,3174.7071512218663,7998.863407344614
GSM972429,4812.95618227458,1181.9201065203124,5994.876288794892
GSM972430,6345.382675373858,2489.113581979578,8834.496257353436
GSM972431,5808.4950101338145,3371.1942498299413,9179.689259963756
GSM972432,3580.0527398610448,2491.80462422052,6071.857364081565
GSM972433,5880.813788520314,4949.135576024915,10829.94936454523
GSM972434,3972.118665311964,219.25926115038965,4191.377926462354
GSM972435,3290.60223733979,1856.0451780838976,5146.647415423688
GSM972436,3911.443260056534,1783.0492057762604,5694.492465832795
GSM972437,5410.004776081709,4302.129540286303,9712.134316368012
GSM972438,5974.123490053764,5182.329302648599,11156.452792702363
GSM972439,3263.4837844103167,2420.0650900970522,5683.548874507369
GSM972440,5756.5199793197935,3850.0441841304873,9606.56416345028
GSM972441,6338.479946305353,3992.5786303825644,10331.058576687918
GSM972442,6514.994593423107,1998.833168070396,8513.827761493503
GSM972443,4258.098430595861,647.0463972433645,4905.144827839225
GSM972444,6181.551703131849,4269.885552090869,10451.437255222718
GSM972445,5325.072541647945,2227.1405208818924,7552.213062529838
GSM972446,3975.4607811918104,2231.5904298355017,6207.051211027312
GSM972447,5581.823950904185,2482.3911195160017,8064.215070420187
GSM972448,2088.4216205381726,1535.5148134866176,3623.9364340247903
GSM972449,4575.745426461102,2632.946057292016,7208.6914837531185
GSM972450,4011.327559561367,880.284204734704,4891.611764296071
GSM972451,3162.330993183192,407.7311859021902,3570.062179085382
GSM972452,7458.720125226071,3738.7330309445533,11197.453156170624
GSM972453,3990.986972356748,722.2591493128293,4713.246121669577
GSM972454,5369.403147982603,1824.9712131288743,7194.374361111477
GSM972455,6730.934433360169,4613.417362387718,11344.351795747887
GSM972456,3703.651507717157,2506.64797900582,6210.299486722977
GSM972457,4120.398476479149,459.14915080391256,4579.547627283062
GSM972458,6981.810873336732,3006.087663805596,9987.898537142328
GSM972459,3484.8151978301466,1139.7069172212396,4624.522115051386
GSM972460,4041.303900098832,2457.8875027887116,6499.1914028875435
GSM972461,3670.630234493534,1404.6660122472622,5075.296246740796
GSM972462,3735.091794233291,1152.514504217541,4887.606298450832
GSM972463,3938.6572681862635,550.2628782913507,4488.920146477614
GSM972464,5400.47188912421,3194.638654550625,8595.110543674835
GSM972465,2856.816906292308,1392.5595366398575,4249.376442932165
GSM972466,3691.661872473125,443.14575607212646,4134.807628545252
GSM972467,5123.60175273811,5016.303651434226,10139.905404172336
GSM972468,4300.544281014512,1973.2619314703807,6273.806212484893
GSM972469,4252.319124286196,2137.1583525767073,6389.477476862903
GSM972470,8124.083449477876,4930.458575522187,13054.542025000062
GSM972471,5426.748744259432,1954.2127732457393,7380.961517505171
GSM972472,3697.102358415046,1901.7755354618057,5598.877893876852
GSM972473,5399.964717024079,2004.2929556317504,7404.257672655829
GSM972474,4663.42030622868,2866.77416845514,7530.19447468382
GSM972475,4136.875070528156,305.8577941547701,4442.732864682926
GSM972476,5238.990798796494,5068.285176366928,10307.275975163422
GSM972477,3355.327061355976,-373.6688139093476,2981.6582474466286
GSM972478,4158.489238241895,1653.024379933735,5811.51361817563
GSM972479,5946.027025687397,6128.08303569326,12074.110061380657
GSM972480,3732.451421446862,37.78066728797785,3770.2320887348396
GSM972481,4301.311171973763,3623.4343463650766,7924.745518338839
GSM972482,3506.9039327417668,3191.645205329265,6698.549138071032
GSM972483,2700.7541787500577,2134.010501736322,4834.76468048638
GSM972484,4240.417840781336,3123.920427651763,7364.338268433099
GSM972485,4571.993816239214,2458.2733896145437,7030.267205853757
GSM972486,3499.549753875419,2423.5447030289415,5923.09445690436
GSM972487,4205.8598420004655,891.5388252956982,5097.398667296164
GSM972488,4994.337882027046,1156.3420045747625,6150.679886601809
GSM972489,4396.409635281934,1883.4590204903143,6279.8686557722485
GSM972490,3238.3231165692505,1391.6119402753284,4629.935056844579
GSM972491,3232.5814253857716,2050.671088074516,5283.252513460287
GSM972492,4388.709990103882,1642.7272127345623,6031.437202838444
GSM972493,4161.511793954662,2843.9538138268636,7005.465607781525
GSM972494,5711.240919593767,2524.208099855745,8235.449019449512
GSM972495,3759.0598557250178,937.3172866068617,4696.377142331879
GSM972496,5777.170479190661,37.53077494593526,5814.701254136597
GSM972497,3069.0372334559233,1829.8058502730782,4898.843083729002
GSM972498,2805.3730553865407,756.8384147313227,3562.2114701178634
GSM972499,4837.127748893836,884.7318069864086,5721.859555880244
GSM972500,5312.803727172501,3766.310153854607,9079.113881027108
GSM972501,5602.122208069173,2068.866411163528,7670.988619232701
GSM972502,2493.104091596253,-443.15874738233106,2049.945344213922
GSM972503,6087.291287179003,3558.675780740208,9645.967067919211
GSM972504,4599.8365850595765,3048.6666482018736,7648.50323326145
GSM972505,4544.152036947748,1595.2813750682235,6139.433412015971
GSM972506,5245.087487432462,2858.4219393497206,8103.509426782182
GSM972507,5053.666196022499,1855.059520109431,6908.72571613193
GSM972508,4999.413138493657,1633.3872770682628,6632.80041556192
GSM972509,3655.7349011154856,1169.7259330237648,4825.46083413925
GSM972510,3402.5377552425216,-215.35619870069604,3187.1815565418256
GSM972511,3720.4233883164616,2025.3630372132575,5745.786425529719
GSM972512,4200.157675165652,742.3861512377989,4942.543826403451
GSM972513,2673.406994629835,1514.7233207453937,4188.130315375229
GSM972514,4269.330208135667,1699.2099418286125,5968.540149964279
GSM972515,3034.838636342969,514.2953828258105,3549.1340191687796
GSM972516,2714.1456725255957,-73.62839098685436,2640.5172815387414
GSM972517,4090.8666917300434,2430.1700957011326,6521.036787431176
GSM972518,4907.592729404374,2748.70467314487,7656.297402549244
GSM972519,4302.987205230005,2602.0782162606483,6905.0654214906535
GSM972520,5239.4136783787635,2190.17102946205,7429.584707840813
GSM972521,5364.786563706235,3661.50641919752,9026.292982903755
GSM972522,6805.761322271164,3519.820600236535,10325.5819225077
